cuisine	types	name	ingredients	difficulty	health_banners
	['dinner', 'lunch', 'main-course']	Roast lamb stuffed with apricot & mint	['1 leg of lamb (about 2kg), boned (ask your butcher to do this for you)', '100g carrot, chopped', '100g leek, chopped', '100g celery, chopped', '½ bulb of garlic, broken into cloves and lightly crushed', '½ pack rosemary', '500ml lamb or chicken stock', '200g ready-to-eat dried apricots, finely chopped', '½ pack mint, leaves picked and finely chopped', '150-200g breadcrumbs (using 200g gives you more solid stuffing, which is easier to carve; 150g is softer and more spoonable)', '1 egg']	More effort	[]
	['dinner', 'lunch', 'main-course']	Christmas lunch loaf	['3 onions, finely chopped', '50g butter, plus extra for the tin', '700g turkey mince', '500g pork mince', '250g smoked streaky bacon, finely chopped', '70ml port', '200g vacuum-packed chestnuts, roughly chopped', '100g dried cranberries', '1 orange, zested', '1 tsp thyme leaves', '5 sage leaves, finely chopped', '2 garlic cloves, crushed', '80g rye crackers (like Ryvita), whizzed to a crumb, or dried breadcrumbs', 'trimmings,  gravy and bread sauce, to serve']	Easy	['Freezable']
['french']	['breakfast', 'brunch', 'supper']	Purple sprouting broccoli, poached eggs & hollandaise	['250g purple sprouting broccoli', '200g butter', '2 medium free-range eggs', '1 tsp Dijon mustard', '1 tbsp lemon juice', 'a good pinch of chilli powder or a dash of Tabasco', '4 very fresh medium free-range eggs', '2 slices sourdough bread']	More effort	['Vegetarian']
	['dinner', 'lunch']	Coriander roast chicken thighs with puy lentil salad	['185g puy lentils', '20g ginger, peeled', '30g  coriander, plus extra leaves to serve', '1 tsp each garam masala and ground coriander', '1⁄2 tsp ground cumin', '2 large whole garlic cloves, plus 1 small clove, finely grated', '2 tbsp lemon juice', '150g pot  plain bio yogurt', '6 bone-in, skinless chicken thighs', '1 tbsp fresh turmeric, finely grated', '1 tbsp rapeseed or olive oil, plus 1 tsp', '3 red onions (325g), thickly sliced', '1 large red pepper and 1 large yellow pepper, deseeded and cut into chunks', '400g cauliflower, cut into small florets', '1 tsp cumin seeds']	Easy	['Freezable (chicken only)', 'Healthy']
['brazilian']	['dinner', 'main-course']	Brazilian prawn & coconut stew	['300g long-grain rice', '1 tbsp vegetable oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '1-2 red chillies (deseeded if you don’t like it too hot), finely chopped', '200ml coconut milk', '400g tomatoes, diced', '200g green beans, topped and sliced in half', '300g peeled raw  king prawns', 'juice 1 lime', 'small pack coriander, chopped', '50g roasted unsalted peanuts, roughly chopped']	Easy	[]
['british']	['cocktails', 'drink']	Elderflower & cucumber G&Ts	['10 cm piece of cucumber', '100ml elderflower cordial', '100ml gin', '1l bottle tonic water, to serve']	Easy	['Gluten-free']
	['dinner', 'lunch', 'main-course']	Sprout, black pudding & apple röstis	['1 medium potato, peeled and halved', '1 large apple, peeled', '100g brussels sprouts', '100g black pudding', '1 garlic clove, crushed', '1 tsp cumin seeds', '3 tbsp vegetable oil, plus a little extra', '2 eggs', 'parsley, to serve']	Easy	[]
['italian']	['buffet', 'dinner', 'lunch', 'main-course', 'pasta', 'snack', 'supper']	Fiorentina baked pasta	"['300g pasta  (we used penne)', '1 tbsp olive oil', '500g chestnut mushroom, halved or quartered if large', '2 garlic cloves, chopped', ""350g carton fresh spinach and cheese sauce (or make your own - see 'Try' below)"", '50g vegetarian  parmesan -style cheese, (Twineham Grange Italian-style cheese is a good one) , grated']"	Easy	['Vegetarian']
['british']	['condiment', 'side-dish']	Clementine & Port spiced cranberry sauce	['450g cranberries, thawed if frozen', 'grated zest and juice 2 clementines', '2 tbsp port', '1 cinnamon stick', '3 cardamom pods, bruised', '75g sugar']	Easy	['Freezable', 'Gluten-free', 'Vegetarian']
['italian']	['dinner', 'main-course']	Italian stuffed courgettes	['4 courgettes, halved lengthways', '3 tsp extra-virgin olive oil', 'mixed salad, to serve', '50g dried white breadcrumbs', '50g pine nuts', '6 spring onions, trimmed and finely sliced', '1 garlic clove, crushed', '6 sundried tomatoes in oil, drained', '1 tbsp thyme leaves', '25g parmesan or vegetarian alternative, finely grated']	Easy	['Vegetarian']
['italian']	['afternoon-tea', 'dessert', 'treat']	Panettone	['4 tbsp warm milk', '1 x 7g sachet fast-action dried yeast', '150g caster sugar', '250g butter, softened', '5 medium eggs, lightly beaten', '2 tsp vanilla extract', 'grated zest of 1 lemon', 'grated zest of 1 orange', '550g strong white bread flour, plus extra for dusting', '80g raisins', '80g sultanas', '3 tbsp dark rum', '100g good-quality candied lemon and orange peel, finely chopped', '30g whole blanched almonds, roughly chopped', '1 tbsp caster sugar', '1 tbsp egg white', '1 tbsp icing sugar']	A challenge	[]
['italian']	['dinner', 'side-dish', 'snack', 'supper', 'vegetable']	Warm pesto roast veg	['3 parsnips, sliced', '2 red onions, sliced', '2 red peppers, sliced', '1 small butternut squash, sliced', '2 tbsp olive or sunflower oil', '4 tbsp basil pesto  (you can find it in the chiller cabinet)', '100g salad spinach  leaves', '2 tbsp pine nut, toasted', '1   garlic clove, crushed']	Easy	['Easily halved', 'Vegetarian']
['mediterranean']	['dinner', 'side-dish']	Lemon & parsley butter beans	['1 tbsp olive oil', '1 large onion, sliced', '1 garlic clove, crushed', '2 x 400g/14oz cans butter beans, rinsed and drained', 'zest and juice 1 lemon', '1 large or 2 small bunches parsley, chopped']	Easy	['Vegan', 'Vegetarian']
['german']	['dinner', 'lunch', 'snack', 'supper']	German-style cheese & bacon pancakes	['200g pack diced smoked bacon lardons', '200ml crème fraîche', 'pinch of ground nutmeg', '1 tsp caraway seeds (optional)', '4 pre-made large pancakes', '2 shallots, finely sliced', '50g finely grated gruyère', '1 whole cucumber, peeled, halved and sliced', '2 tbsp white wine vinegar', '2 tbsp chopped fresh dill']	Easy	[]
['british']	['buffet', 'lunch', 'main-course']	Whole roasted salmon	['1 x 2kg/4lb 8oz salmon, filleted to give two sides, skin on', '1 lemon, sliced', 'good handful mixed herbs such as parsley, dill, chervil or tarragon', '2 bay leaves', '1-2 shallots, thinly sliced', 'splash white wine']	More effort	['Healthy']
['british']	['afternoon-tea', 'dessert', 'treat']	Fruit-filled clementine cake	['4 small clementines', '200g unsalted butter, softened, plus extra for greasing', '140g raisin', '140g sultana', '140g currant', '100g glacé cherry, quartered  ', '2 tbsp brandy', '200g dark brown sugar', '3 eggs, beaten', '½ tsp ground cinnamon', '1 tsp mixed spice', 'pinch ground cloves', '140g polenta', '1 tsp baking powder  (we used Fiddes Payne, which is gluten-free)', 'icing sugar, to decorate (most are gluten-free, but check the packaging)', '100g ground almond', '4 clementines', '140g caster sugar']	Easy	['Gluten-free', 'Vegetarian']
['american']	['dessert']	Malt chocolate ice cream with Oreo cookie crunch	['750ml milk', '250ml double cream', '6 egg yolks', '140g sugar', '85g milk chocolate, chopped', '25g plain chocolate, chopped', '140g malt powder', '154g pack filled chocolate biscuits, broken into chunks about the size of a large pea']	More effort	['Freezable']
['british']	['breakfast', 'drink']	Turmeric smoothie bowl	['10cm/4in fresh turmeric, or 2 tsp ground turmeric', '3 tbsp coconut milk yogurt (we used Co Yo), or the cream skimmed from the top of canned coconut milk', '50g gluten-free oats', '1 tbsp cashew butter (or a handful of cashews)', '2 bananas, peeled and roughly chopped', '½ tsp ground cinnamon', '1 tbsp chia seeds or chopped nuts, to serve']	Easy	['Gluten-free', 'Vegetarian']
['british']	['buffet', 'canapes', 'treat']	Cashew caramels	['375g toasted cashews', '125g butter', '350ml double cream', '1 tsp vanilla bean paste', '400g golden caster sugar', '250ml golden syrup', 'sea salt, for sprinkling']	More effort	['Gluten-free']
['british']	['cocktails', 'drink']	Aperol & limoncello cocktail	['100ml vodka', '100ml limoncello', '1 tbsp triple sec', '200ml Aperol or Campari', '300ml orange juice', 'sliced oranges', 'lemons on skewers']	Easy	['Easily doubled']
['mexican']	['dinner', 'main-course']	Feed-a-crowd chunky beef chilli	['50g dried Mexican chillies, soaked in boiling water for 1-2 hrs', '4 garlic cloves, roughly chopped', '3 tbsp olive oil', '2 tbsp red wine vinegar', '1 tbsp ground cumin', '1 tbsp dried oregano', '1 ½kg chuck steak, beef shin or ox cheek', '2 large red onions, chopped', '2 x 400g cans chopped tomatoes', '2 cinnamon sticks', '2 red peppers, deseeded and roughly chopped', '25g dark chocolate, chopped', '1 tbsp brown sugar', '240g can kidney beans, drained and rinsed', '240g can black beans, drained and rinsed', 'zest and juice 1  lime', 'handful  coriander leaves']	Easy	['Freezable']
['british']	['buffet', 'canapes', 'starter']	Prawn & crab cocktail lettuce cups	['4 tbsp mayonnaise', '3 tbsp tomato ketchup', '2 tsp Worcestershire sauce', 'juice and zest 1 lemon', 'pinch of cayenne', '4 tomatoes, deseeded and finely diced', '1 small red onion, finely diced', '1 ½ tbsp Tabasco', '3 Little Gem lettuces, leaves separated', '300g cooked and peeled prawns (we used a mixture of king prawns and small North Atlantic prawns)', '200g white crabmeat', '½ bunch chives, snipped', 'lemon wedges, to serve (optional)']	Easy	[]
	['dinner', 'lunch', 'soup']	New England clam chowder	['2kg clams', '1 bay leaf', '500g potatoes, peeled and cut into cubes around 1cm', '300g parsnips, cut into 1cm cubes', '½ tbsp olive oil', '100g unsmoked  bacon lardons', '1 onion, finely chopped', '100g crème fraîche', 'lemon, to taste', 'chives, to serve']	Easy	['Gluten-free']
	['dinner', 'supper']	Seitan	['250g firm tofu', '150ml unsweetened soy milk', '2 tsp miso paste', '2 tsp yeast extract', '1 tsp onion powder', '2 tsp garlic powder', '160g wheat gluten', '40g pea protein or vegan protein powder', '1½ litres vegetable stock']	More effort	['Freezable', 'Vegan', 'Vegetarian']
		Homemade kefir	['½ tsp kefir grains  (see tip, below)', '1 pint milk (organic whole milk for best results)', '1 slice lemon or 1 drop lemon oil (optional)', '500ml clip-top jar with gasket for fermenting (or jar, cover and rubber band)', 'a sieve, jug/bowl, storage bottle or a straining funnel and wide-necked bottle']	Easy	['Gluten-free', 'Vegetarian']
['indian']	['side-dish']	New potato & tamarind salad	['1 ½ tbsp tamarind pulp or paste', '50g golden muscovado sugar', '1 tbsp ground cumin', 'thumb-sized piece ginger, chopped', '1.2kg new potato', '3 tbsp natural low-fat yogurt', '4 tbsp chopped coriander']	Easy	['Healthy', 'Vegetarian']
	['buffet', 'canapes', 'snack']	Stuffed cocktail eggs	['12 medium eggs', '6 tbsp bio yogurt', '2 tsp English mustard', '2 tbsp finely chopped parsley', '50g smoked salmon', 'sprigs of fresh dill', '25g chorizo, skin removed and finely chopped']	Easy	['Easily halved', 'Healthy']
['english']		Lighter Cornish pasties	['400g beef skirt, excess fat trimmed, cut into small chunks', '140g potato, diced', '140g/5oz swede, diced', '100g/4oz onion, finely chopped', '3 tbsp chopped parsley', '1 tbsp Worcestershire sauce', '350g plain flour, plus extra for dusting', '1 ¼ tsp baking powder', '85g cold butter, cut into small pieces', '3 tbsp extra virgin rapeseed oil', '1 large egg, separated']	More effort	['Freezable (Freeze best prior to baking)']
['american']	['breakfast']	Cinnamon pancakes with compote & maple syrup	"['140g self-raising flour', '1 tsp ground cinnamon', '3 tbsp muscovado sugar or brown sugar', '1 large egg', '300ml milk', '1 tsp vanilla extract', '2 tbsp melted butter, plus extra for frying', ""½ quantity apple, pear & cherry compote, to serve (see 'Goes well with')""]"	Easy	[]
['british']	['drink']	Carrot, clementine & pineapple juice	['2 clementines, peeled', '1 carrot, peeled', '½ small pineapple', '1cm piece peeled ginger']	Easy	['Gluten-free']
['italian']	['dinner', 'main-course']	Good-for-you bolognese	['2 tsp olive oil', '1 onion, chopped ', '4 carrots, chopped ', '2 courgettes, chopped ', '85g button mushrooms', '1 garlic clove, crushed', '400g can chopped tomatoes', '1 tbsp Worcestershire sauce', '500g lean minced beef', 'handful basil  leaves ', '1 tbsp gravy  granules', '400g spaghetti']	Easy	[]
	['treat']	Christmas biscuits in a jar	['125g wholemeal flour', '1 tsp baking powder', '120g dried cranberries', '150g rolled oats', '1 heaped tsp cinnamon', '145g soft brown sugar', 'A pinch of flaky sea salt', '170g large white chocolate chunks', '1 heaped tbsp malted milk drink powder', '1l jar', 'jar label', '1 egg', '150g soft butter', '1 tsp vanilla extract']	Easy	[]
['german']	['dinner', 'main-course', 'supper']	Sweet balsamic pork with caraway slaw	['4 pork shoulder steaks (about 600g)', '2 tbsp ketchup', '2 tbsp balsamic vinegar', '1 tbsp clear honey', '2 garlic cloves, finely grated', '225g white cabbage, shredded', '1 large carrot, coarsely grated', '1 small red onion, finely chopped', '½ tsp caraway seeds', '4 tbsp mayonnaise', 'baked potato, to serve']	Easy	[]
['french']	['dinner', 'side-dish']	Quick braised lettuce & peas	['16 halved pearl onions', '300g frozen pea', '2 tbsp olive oil', '3 Baby Gem lettuces, finely shredded']	Easy	['Easily halved', 'Vegetarian']
['british']	['buffet', 'canapes']	Roasted gnocchi, sundried tomato & olive stacks	['500g pack of fresh gnocchi', '4 tbsp olive oil', '40 pitted green olives', '40 sundried tomatoes', '40 basil leaves']	Easy	['Vegetarian']
['scandinavian']	['dessert']	Apple, cream & spiced rye crumble pots	['4 cooking apples', '6 tbsp caster sugar', '50g unsalted butter', '100g brown breadcrumbs', '100g soft light brown sugar', '½ tsp cinnamon', 'ground cardamom from 8 cardamom pods', '100g rye breadcrumbs', '500ml whipping cream', '5 tbsp icing sugar (or add to taste)', 'good squeeze of  lemon', '2 tbsp aquavit (optional), or to taste', '2 tbsp blanched hazelnuts, halved and toasted']	Easy	['Vegetarian']
	['dinner']	Maple & chilli-glazed leg of lamb	['2.5kg leg of lamb, butterflied (ask your butcher to do this)', '1 bunch of rosemary, snipped into 2cm lengths', '100ml maple syrup', '50g Dijon mustard', '2 tbsp yeast extract', '1 tbsp smoked paprika', '3 medium green chillies, sliced']	More effort	[]
	['dessert', 'treat']	Ubercorn biscuits	['200g salted butter', '200g golden caster sugar', '1 large egg', '1 tsp vanilla bean paste or extract', '375g plain flour', '500g instant royal icing', 'purple, pink, yellow food colouring', '25g black sugar paste', 'mixed coloured sprinkles', 'Ubercorn template (about 8 x 10cm)', 'small round cutter about 4cm']	A challenge	['Freezable (uncooked dough only)', 'Vegetarian']
['north-african']	['dinner', 'main-course']	Harissa aubergine kebabs with minty carrot salad	['2 tbsp harissa paste', '2 tbsp red wine vinegar', '1 aubergine, cut into 4cm cubes', '2 carrots, finely shredded', '1 small red onion, sliced', 'small handful mint, chopped, plus extra leaves to serve', '2 flatbreads', '2 heaped tbsp hummus', '2 tbsp Greek yogurt, or crème fraîche, to serve']	Easy	['Vegetarian']
['thai']	['buffet', 'canapes', 'snack', 'starter']	Thai turkey filo dippers	['3 sheets filo pastry, each about 24 x 48cm', '4 tbsp sunflower oil', '1 ½ tsp sesame seeds (optional)', 'Thai sweet chilli dipping sauce, to serve', '250g turkey or chicken mince', '6 spring onions, trimmed and finely sliced', '25g piece fresh ginger, peeled and finely grated', '2 garlic cloves, crushed', '1 tbsp Thai red curry paste', '1 tbsp Thai fish sauce (Nam pla)', '2 lime leaves, very finely sliced']	Easy	['Easily doubled', 'Freezable']
['australian']	['afternoon-tea', 'lunch', 'main-course', 'snack', 'supper']	Spiced mackerel on toast with beetroot salsa	['250g pack beetroot  (not in vinegar), diced', '1 eating apple, cut into wedges then thinly sliced', '1 small red onion, finely sliced', 'juice ½ lemon', '1 tbsp olive oil, plus extra for drizzling', '1 tsp cumin seed', 'small bunch coriander, leaves roughly chopped', '4 mackerel  fillets, halved widthways', '1 tsp curry powder', '4 slices sourdough bread  or ciabatta']	Easy	['Easily halved']
['british']	['side-dish']	Hazelnut, pancetta & orange stuffing	['150g pack diced smoked pancetta', '75g butter', '2 onions, finely chopped', '1 garlic clove, crushed', 'grated zest 1 orange', '200g fresh white breadcrumbs', '2 tbsp chopped sage', '50g hazelnuts, toasted and roughly chopped', '1 egg, beaten']	Easy	[]
['thai']	['dinner', 'main-course']	Thai-style fish broth with greens	['100g brown rice noodle', '500ml chicken or  fish stock', '1 tbsp Thai red curry paste', '4 lime leaves', '1 tbsp fish sauce', '200g skinless sustainable white fish, such as pollock', '100g raw king prawn', '2 pak choi, leaves separated', 'handful coriander leaves']	Easy	[]
['italian']	['buffet', 'dinner', 'lunch', 'main-course', 'snack']	Ricotta & basil pizza bread	['1 onion, finely chopped', '2 yellow peppers, roughly chopped', '1 tsp olive oil', '2 x 400g/14oz cans chopped tomatoes', '500g bag mixed grain or granary bread mix', 'plain flour, for dusting', '10 cherry tomatoes, halved or whole', '250g tub ricotta', 'a few basil leaves, to serve']	Easy	['Freezable', 'Vegetarian']
		Meringue ghosts	['500g caster sugar', '250g egg whites', '1 tsp cream of tartar', '¼ tsp pumpkin spice mix:  ¼ tsp each ground nutmeg, cinnamon and ground ginger (optional)', 'edible black ink pen for the eyes']	More effort	['Gluten-free', 'Vegetarian']
	['side-dish']	Seedy scones with smoked salmon	['225g self-raising flour, plus extra for dusting', '½ tsp baking powder', '140g cold butter, chopped', '150ml cold milk', '2 tsp sesame seeds', '2 tsp poppy seeds', '1 egg, beaten', '150g  soft cheese', '1 spring onion, finely sliced', '1 tbsp chopped chives', '100g smoked salmon', 'capers and dill fronds, to serve (optional)']	Easy	['Freezable']
	['afternoon-tea', 'dessert', 'treat']	Tea & biscuits cheesecake bars	['10 Yorkshire tea bags, or another good strong tea', '400ml double cream', '500g mascarpone cheese', '280g cream cheese (not low fat)', '150g icing sugar', '1 tsp vanilla extract', '400g digestive biscuits, plus extra to serve', '200g butter, melted', '50g butter', '100g light brown sugar', 'cook’s muslin']	More effort	['Vegetarian']
['thai']	['canapes']	Thai chicken bites	['4 skinless, boneless chicken thighs', '2 tbsp vegetable oil', '1 shallot, finely chopped', 'pinch dried chilli flakes', '2 tbsp fish sauce', 'juice 1 lime', 'handful each coriander, mint and parsley leaves, chopped, plus extra to serve', '4 heads red or green chicory', '1 red chilli, sliced, to serve']	Easy	[]
	['lunch', 'supper']	Ham, cheese & pear salad	['100g couscous', '2 tbsp olive oil', '1 tbsp Dijon mustard', '1 tbsp apple cider vinegar', '1 tsp honey', '80g baby spinach', '60g rocket', '2 small pears, cored, quartered and finely sliced', '50g ricotta', '1⁄2 small bunch of chives, finely sliced', '1 lemon, zested', '4 thin slices of ham, shredded']	Easy	[]
['british']	['dessert', 'dinner', 'lunch', 'treat']	Banoffee trifles	['6 tbsp tropical fruit juice (from a carton)', '2 tbsp rum or brandy', '2 firm bananas', '8 thin slices from a bought  madeira cake', '2 tbsp Belgian  chocolate  sauce', '4 heaped tbsp  dulce de leche', '225g tub mascarpone', '250ml chilled  custard  (from a tub)', 'a block of dark  chocolate  (any type or size will do)']	Easy	[]
['french']	['dinner']	Lighter Cassoulet	['500g dried haricot beans', '7 garlic cloves', '5 thyme sprigs', '3 rosemary sprigs', '200g smoked gammon steak, rind and fat removed', '1 bay leaf', '1 tbsp rapeseed oil', '1 medium onion, chopped', '1 large carrot (200g total weight), chopped into 1cm pieces', '2 tsp butter', '500g pork shoulder, diced into 4-5cm pieces, any excess fat trimmed', '125ml white wine', '230g can plum tomatoes', '3 Toulouse  sausages', '25g panko or coarse dried breadcrumbs', '1 garlic clove, finely chopped', '1 tsp finely grated  lemon zest', '2 tsp rapeseed oil']	Easy	['Freezable', 'Healthy']
['thai']	['lunch', 'side-dish']	Thai carrot & radish salad	['4 tbsp sweet chilli dipping sauce', 'zest 1  lime and 2 tbsp juice', '1 tsp fish sauce', '1 Little Gem lettuce, separated into leaves', '2 carrots, cut into thin batons', '10 radishes, sliced', '4 spring onions, cut on the diagonal', 'handful roughly chopped coriander']	Easy	[]
	['dinner', 'lunch', 'main-course', 'pasta']	Spicy turkey noodles	['250g medium egg noodles', '1 tbsp soy sauce', '2 limes, juiced', '2 tsp brown sugar', '2 tbsp vegetable oil', '1 garlic clove, thinly sliced', '1 red chilli, thinly sliced', '500g cooked turkey, sliced', '2 spring onions, thinly sliced on a diagonal', '100g beansprouts', '30g salted peanuts  (or any other nuts you have left over), roughly chopped coriander and lime wedges, to serve']	Easy	[]
	['dessert', 'treat']	White chocolate trifle	['1 lemon drizzle cake (about 350g)', '120ml white rum', '8 passion fruit, pulp removed', '50g coconut shavings, toasted', '375ml whole milk', '125ml double cream', '50g golden caster sugar', '350g white chocolate, plus extra to serve', '7 large egg yolks', '600ml double cream', '3 vanilla pods, seeds only', '50g caster sugar', '2 limes, zested']	More effort	['Vegetarian']
	['afternoon-tea', 'breakfast', 'brunch', 'dessert', 'treat']	Sour cherry & marzipan chrysanthemum pastry	['100g dried sour cherries', '4 tbsp sloe gin or port (or cherry juice)', '2 tbsp cherry jam', '200g marzipan (log shaped is best)', '1 egg, beaten', '2 tbsp demerara sugar', '250ml milk', '2 tbsp plain yogurt', '1 tsp easy bake  yeast', '1 tbsp golden caster sugar', '1 large egg', '500g plain flour, plus extra for dusting', '75g butter,  softened, plus extra for the tin', '7cm round cutter']	More effort	['Freezable', 'Vegetarian']
	['drink']	Nutmeg & orange Christmas coffee	['4 tbsp ground coffee', '1 small cinnamon stick', '2 pitted dates', 'pinch of  ground nutmeg', '2 cloves', 'strip of pared orange zest']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
['american']	['dinner', 'lunch', 'main-course']	Quick caesar salad with roast chicken & bacon	['4 chicken breasts, skin on', '8 slices streaky bacon', '1 garlic clove, crushed', 'juice ½ lemon', '3 tbsp natural yogurt', '3 tbsp olive oil', '50g parmesan, plus extra to serve', 'Worcestershire sauce (optional)', '2 small romaine lettuces']	Easy	[]
	['drink']	Vegan eggnog	['25g pitted dates', '25g cashew nuts', '25g dried apricots', '¼ tsp mixed spice', '100ml brandy', '1 vanilla pod, seeds only', '1l sweetened almond milk', 'ice, to serve', 'nutmeg, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
['chinese']	['dinner', 'main-course']	Chinese braised pork with double spring onions	['4 pieces pork osso buco (about 850kg/1lb 14oz) or the equivalent of pork shoulder', '1 tbsp rapeseed oil', '250ml Shaohsing rice wine or dry sherry', '100g ginger, finely sliced', '2 garlic cloves, sliced', '12 spring onions, 8 fat ones and 4 thinner ones', '1 dried red chilli (look for Kashmiri chillies for a good flavour)', '500ml chicken or vegetable stock', '1 tbsp miso paste (optional)', '2 tbsp soy sauce', 'steamed rice and  bok choi, to serve']	Easy	['Freezable']
		Ricotta, fig & sesame bagel	['50g ricotta', '1 tsp honey', '1 toasted cinnamon raisin bagel (or 2 slices fruit bread)', '1 tsp blackcurrant jam', '1 sliced fig', '1 sesame snap']	Easy	[]
['chinese']	['dinner', 'main-course']	Chinese braised pork with double spring onions	['4 pieces pork osso buco (about 850kg/1lb 14oz) or the equivalent of pork shoulder', '1 tbsp rapeseed oil', '250ml Shaohsing rice wine or dry sherry', '100g ginger, finely sliced', '2 garlic cloves, sliced', '12 spring onions, 8 fat ones and 4 thinner ones', '1 dried red chilli (look for Kashmiri chillies for a good flavour)', '500ml chicken or vegetable stock', '1 tbsp miso paste (optional)', '2 tbsp soy sauce', 'steamed rice and  bok choi, to serve']	Easy	['Freezable']
['asian']	['dinner', 'main-course']	Ayam Kapitan (Captain’s curry)	['2 tbsp turmeric', '1 tbsp flaky sea salt', '8 chicken legs, on the bone and skin on, cut into thighs and drumsticks', '225ml vegetable oil', '500ml thick coconut milk (this must be full-fat)', '2 lemongrass stalks, bruised', '4 limes leaves', '2 tbsp chicken stock powder', '2 tbsp white caster sugar', '85g tamarind paste', '40 small dried chillies, seeds removed', '50g fresh ginger, peeled and roughly chopped', '50g galangal, peeled and roughly chopped', '4 lemongrass stalks, tender part only', '350g Thai or regular shallots, roughly chopped', '25g candlenuts or macadamia nuts', '4 garlic cloves, roughly chopped', '2 tbsp vegetable oil']	More effort	[]
['asian']	['dinner', 'main-course']	Braised pork belly with Thai basil & tofu	['2 tbsp vegetable oil', '1.5-2kg boneless pork belly, cut into 8 pieces, skin left on', '2 onions, sliced', '8 spring onions, sliced', '4 tsp caster sugar', '3 tbsp light soy sauce', '1 tbsp dark soy sauce', '2 tbsp rice wine vinegar', '1 tsp chicken stock powder', '900g firm tofu, cut into cubes', '3 small packs Thai basil, leaves only', '50g ginger, peeled and roughly chopped', '6 garlic cloves, roughly chopped', '10 fat green chillies, seeds left in, roughly chopped', '2 tbsp vegetable oil']	Easy	['Freezable (without tofu)']
	['snack', 'starter']	Pork & chilli lettuce cups	['1 tbsp  vegetable oil', '1 shallot, thinly sliced', '1 lemongrass stalk, finely chopped', '4 garlic cloves, grated', '1 birds-eye chilli, finely chopped', '500g pork mince', '1 tbsp fish sauce', '1 tsp dark brown soft sugar', '2 limes, juiced', '2 Little Gem lettuces, leaves separated', 'thinly sliced spring onions, shredded carrots, finely chopped coriander leaves and mint leaves, to serve']	Easy	['Freezable (pork mince only)', 'Gluten-free']
	['dinner', 'lunch', 'main-course', 'pasta']	Spicy turkey noodles	['250g medium egg noodles', '1 tbsp soy sauce', '2 limes, juiced', '2 tsp brown sugar', '2 tbsp vegetable oil', '1 garlic clove, thinly sliced', '1 red chilli, thinly sliced', '500g cooked turkey, sliced', '2 spring onions, thinly sliced on a diagonal', '100g beansprouts', '30g salted peanuts  (or any other nuts you have left over), roughly chopped coriander and lime wedges, to serve']	Easy	[]
	['dessert', 'treat']	White chocolate trifle	['1 lemon drizzle cake (about 350g)', '120ml white rum', '8 passion fruit, pulp removed', '50g coconut shavings, toasted', '375ml whole milk', '125ml double cream', '50g golden caster sugar', '350g white chocolate, plus extra to serve', '7 large egg yolks', '600ml double cream', '3 vanilla pods, seeds only', '50g caster sugar', '2 limes, zested']	More effort	['Vegetarian']
['vietnamese']	['lunch', 'supper']	Turkey Bánh mì	['2 small baguettes', '50g chicken liver pâté', '¼ cucumber, thinly sliced on the diagonal', '140g leftover turkey, shredded', '1 tbsp mayonnaise', '1 red chilli, 0.5 finely chopped, 0.5 finely sliced', 'handful mint leaves', '2 small carrots, coarsely grated', '75g red cabbage, thinly sliced', '¼ tsp grated ginger', '½ tbsp rice vinegar', '½ tsp golden caster sugar']	Easy	[]
['british']	['dessert', 'treat']	Easy Christmas pudding ice cream	['4 large egg yolks', '100g caster sugar', '175g leftover Christmas pudding', '2-3 tbsp brandy or orange liquer', '300ml pot double cream']	Easy	['Freezable']
	['starter', 'supper']	Oysters with apple & horseradish dressing	['24 fresh  oysters (3 oysters each)', 'crushed ice or rock salt', '3 tbsp white wine vinegar', '2 tbsp finely chopped shallots', '1 tsp honey', '4 tbsp rapeseed oil', '2 tbsp finely chopped apple flesh (a sharp-tasting variety is best)', '1½ tbsp freshly grated horseradish', '1 tsp roughly crushed white peppercorns']	More effort	['Egg-free', 'Gluten-free', 'Nut-free']
['british']	['dinner', 'side-dish']	Carrot purée	['large knob of butter', '2 onions, thinly sliced', '1 tbsp brown sugar', '1kg carrot, sliced', 'bunch of parsley, finely chopped']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['drink']	Spiced apple syrup with clementine & cloves	['200ml apple juice', '1 cinnamon stick', '1 tsp whole allspice', '1 mace blade', '2 whole cloves', 'small strip fresh ginger', '1 clementine, zest finely peeled with a vegetable peeler', '100g golden caster sugar']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
['french']	['buffet', 'canapes', 'starter']	Chicken liver parfait with sultanas & raisins	['100g jumbo sultana  and raisins', '6 tbsp sweet dessert wine', '100g unsalted butter', '2 x 400g/14oz packs chicken livers, cleaned', '2 garlic cloves, crushed', '2 tbsp chopped sage', '150ml pot double cream', 'thinly sliced brioche  rolls', 'few salad leaves']	Easy	['Easily doubled', 'Easily halved', 'Freezable']
