type	name	ingredients	difficulty	health_banners
cocktails	Tom Collins	['50ml gin', '25ml lemon juice', '25ml sugar syrup', '125ml chilled soda water']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
cocktails	Piña colada	['120ml pineapple juice', '60ml white rum', '60ml coconut cream', 'wedge of pineapple, to garnish (optional)']	Easy	[]
cocktails	Fruit punch	['8-10  strawberries, halved or sliced', '½  orange, sliced', '½ lemon, sliced', 'handful of  mint leaves', 'large handful of ice', '500ml pineapple juice', '300ml orange juice', '300ml lemonade']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan']
cocktails	White rabbit cocktail	['80ml gin', '50ml amaretto', '50ml double cream', '1 tsp lemon curd', '¼ tsp  vanilla paste', 'handful of ice', 'edible flowers, to serve']	Easy	['Gluten-free', 'Vegetarian']
cocktails	Vodka martini	['60ml vodka', '1 tbsp dry vermouth', 'olive or lemon peel, to garnish']	Easy	[]
cocktails	Homemade raspberry vodka	['500g raspberries', '250g white caster sugar', '2 vanilla pods, split down the centre', '1l vodka']	Easy	['Freezable', 'Vegetarian']
cocktails	Moscow mule	['50ml vodka', 'crushed ice', '150-200ml ginger beer', 'few dashes of ginger bitters', 'sprig of mint', 'wedge of  lime']	Easy	['Gluten-free', 'Vegan']
cocktails	Summer cup mocktail	['1cm thick slice of  cucumber', '1 sprig  mint', 'few frozen red berries', '120ml clear, sparkling lemonade', 'ice', 'more frozen berries, chopped fruits, cucumber slice, mint, citrus – all optional']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
cocktails	Fruity mocktail	['handful of green grapes', 'handful of blueberries', '4 tbsp grenadine', '300-400ml orange juice', 'sparkling water, to top up', '4 bamboo skewers']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
condiment	Sweet chilli jam	['8 red peppers, deseeded and roughly chopped', '10 red chillies, roughly chopped', 'finger-sized piece fresh root ginger, peeled and roughly chopped', '8 garlic cloves, peeled', '400g can cherry tomatoes', '750g golden caster sugar', '250ml red wine vinegar']	Easy	[]
condiment	Lemon curd	['2 lemons, zest and juice', '100g caster sugar', '50g butter', '2 eggs, beaten']	Easy	['Easily doubled', 'Gluten-free', 'Vegetarian']
condiment	Pizza sauce	['2 tbsp olive oil', '1 small onion, finely chopped', '1 fat garlic clove, crushed', '2 x 400g cans chopped tomatoes', '3 tbsp tomato purée', '1 bay leaf', '2 tbsp dried oregano', '2 tsp brown sugar', '1 small bunch basil, finely chopped']	Easy	['Freezable', 'Gluten-free', 'Vegan', 'Vegetarian']
condiment	Mary Berry's Christmas chutney	['900g tomato', '3 red peppers, 1 large aubergine and 1 green  pepper (total weight of about 900g/2lb)', '700g onion, peeled and fairly finely chopped, by hand or in a food processor', '4 fat cloves garlic, crushed', '350g granulated sugar', '300ml/½pint white wine vinegar or distilled malt vinegar', '1 tbsp salt', '1 tbsp coriander  seeds, crushed', '1 tbsp paprika', '2 tsp cayenne pepper']	More effort	[]
condiment	Barbecue sauce	['1 tbsp olive oil', '1 onion, finely chopped', '400g can chopped tomatoes', '3 garlic cloves, finely chopped', '85g brown sugar', '3 tbsp malt vinegar', '2 tbsp Worcestershire sauce', '1 tbsp tomato purée']	Easy	['Healthy']
condiment	Chip shop curry sauce	['50g butter', '2 large onions, sliced', '4 garlic cloves, sliced', 'thumb-sized piece ginger, peeled and sliced', '3 tbsp mild curry powder', '1 tsp turmeric', '50g raisins', '3 tbsp malt vinegar', '1 star anise', '500ml chicken stock or vegetable stock for vegetarians', '2 tbsp cornflour', 'lemon juice, to taste']	Easy	['Freezable', 'Vegetarian']
condiment	Satay sauce	['½ lime, juiced', '1 tsp clear honey', '1 tbsp soy sauce', '1 tbsp curry powder', '3 tbsp smooth peanut butter', '165ml can coconut milk']	Easy	[]
condiment	Tomato passata	['1kg tomato, halved or quartered', '6 garlic cloves, halved', '1 tbsp olive oil', '1 tsp caster sugar']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
condiment	Homemade tomato chutney	['500g red onion, finely sliced', '1kg tomato, chopped', '4 garlic cloves, sliced', '1 red chilli, chopped (optional)', '4cm piece ginger, peeled and chopped', '250g brown sugar', '150ml red wine vinegar', '5 cardamom seeds', '½ tsp paprika']	Easy	['Vegetarian']
condiment	Roasted pepper sauce for pasta or chicken	['3 red peppers', '2 peeled red onions', '1 tbsp oil', '½ tsp dried thyme', '500g passata']	Easy	['Freezable', 'Healthy']
condiment	Rhubarb & ginger jam	['1kg pink rhubarb, trimmed weight', '1kg jam sugar (which has added pectin)', 'zest and juice 1 lemon', '50g stem or crystallised ginger, finely chopped', '4cm piece ginger, peeled']	More effort	[]
condiment	Fragrant mango & apple chutney	['31⁄4 large ripe mangoes, about 1kg/ 2  1⁄4lb', '2 tbsp sunflower oil', '2 onions, halved and thinly sliced', 'thumb-sized piece fresh root ginger, peeled and cut into thin shreds', '10 green cardamom pods', '1 cinnamon stick', '½ tsp cumin seed', '½ tsp coriander seed, lightly crushed', '¼ tsp black onion  seeds (Nigella or Kalonji are good)', '½ tsp ground turmeric', '2 Bramley apples, about 500g/1lb 2oz, peeled, cored and chopped', '1 large  red chilli, deseeded and finely sliced', '375ml white wine vinegar', '400g golden caster sugar', '1 tsp salt']	Easy	['Easily halved', 'Vegetarian']
condiment	Peppercorn sauce	['1 tbsp butter', '2 large shallots, finely chopped', '3 tsp green peppercorns, in brine, drained', '3 tbsp brandy', '100ml red wine', '200ml good-quality beef stock', '4 tbsp double cream']	Easy	[]
condiment	Apple & cranberry chutney	['1kg cooking apples, peeled and chopped into small chunks', '500g eating apple, peeled and chopped into large chunks', '450g onion, sliced', '50g fresh root ginger, finely chopped', '1 tsp peppercorns', '500g granulated sugar', '250ml cider vinegar', '500g cranberry']	Easy	['Vegetarian']
condiment	Stir fry sauce	['75ml soy sauce', '1 tbsp toasted sesame oil', '1 tsp Chinese rice vinegar', '3 tsp runny honey', '2 garlic cloves, peeled and crushed', '2 tsp finely grated ginger', 'pinch dried chilli flakes (optional)', '1 tbsp rice bran, sunflower or vegetable oil, to cook', '500g mix of stir fry vegetables, meat or fish']	Easy	['Dairy-free', 'Egg-free', 'Nut-free', 'Vegetarian']
condiment	Fajita seasoning	['½ tbsp hot chilli powder', '2 tbsp sweet smoked paprika', '1 tbsp ground cumin', '1 tbsp garlic powder', '½ tbsp ground coriander', '1 heaped tbsp dried oregano']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
condiment	Easy salad dressing	['1 tbsp Djion mustard', '100ml olive oil', '2 tbsp white wine vinegar', 'small pinch  sugar']	Easy	['Gluten-free', 'Vegetarian']
condiment	Classic apple chutney	['1 ½kg cooking  apples, peeled and diced', '750g light muscovado sugar', '500g raisins', '2 medium onions, finely chopped', '2 tsp  mustard seeds', '2 tsp ground ginger', '1 tsp  salt', '700ml cider vinegar']	Easy	[]
condiment	Spiced beetroot & orange chutney	['1½ kg raw beetroot, trimmed, peeled and diced  (wear gloves!)', '3 onions, chopped', '3 eating apples, peeled and grated', 'zest and juice 3 oranges', '2 tbsp white or yellow mustard seeds', '1 tbsp coriander seed', '1 tbsp ground cloves', '1 tbsp ground cinnamon', '700ml red wine vinegar', '700g golden granulated sugar']	Easy	['Vegetarian']
condiment	Easy onion gravy	['25g butter', '1 tbsp olive oil', '1 bay leaf', '2 sprigs of thyme', '4 onions, sliced (red or white, or a mixture)', '1 tsp sugar', '1 tbsp flour', '200ml red wine', '2 tsp red wine vinegar', '500ml beef stock (or vegetable stock)']	Easy	['Healthy']
condiment	Teriyaki sauce	['85g light brown soft sugar', '70ml light soy sauce', '1 large garlic clove, crushed', '4cm  piece ginger, peeled and finely grated', '1 tbsp cornflour', '1 tbsp rice wine vinegar', 'sesame seeds (optional)', '2 spring onions, finely sliced (optional)']	Easy	['Vegan']
condiment	Classic pesto	['50g pine nuts', '80g basil', '50g parmesan or vegetarian alternative', '150ml olive oil', '2 garlic cloves']	Easy	['Vegetarian']
condiment	Rhubarb & date chutney	['50g fresh root ginger, grated', '300ml red wine vinegar', '500g eating apple, peeled and finely chopped', '200g pitted date, chopped', '200g dried cranberries  or raisins', '1 tbsp mustard seed', '1 tbsp curry powder', '400g light muscovado sugar', '700g rhubarb, sliced into 2cm chunks', '500g red onion']	Easy	['Easily halved']
condiment	White sauce	['500ml whole milk', '1 onion, halved', '1 bay leaf', '2 cloves', '50g butter', '50g plain flour']	Easy	['Freezable', 'Vegetarian']
condiment	Red wine jus	['2 tsp olive oil', '2 shallots, finely chopped ', '175ml port', '175ml red wine', '1 rosemary sprig', '1 bay leaf', '800ml beef stock', '2 tbsp butter', 'pinch sugar']	Easy	['Freezable']
condiment	Angela's 'flexible' jam recipe	['900g fruit (blackberries, plums, raspberries or strawberries), prepared weight', '900g golden granulated sugar', 'knob of  butter']	Easy	[]
condiment	Autumn tomato chutney	['1kg ripe tomato, peeled and chopped', '750g cooking apple, peeled, cored and chopped', '375g light muscovado sugar', '250g onion, chopped', '250g raisins', '1 green pepper, deseeded and chopped', '2 tsp salt', ' ½ tsp ground ginger', '350ml cider  vinegar']	Easy	[]
condiment	Green tomato chutney	['2½ kg green tomatoes', '500g onion', '1 rounded tbsp salt', '500g sultanas', '500g cooking apples', '500g light muscovado sugar', '1.14l jar spiced pickling vinegar']	Easy	[]
condiment	Easy plum jam	['2kg plums, stoned and roughly chopped', '2kg white granulated sugar', '2 tsp ground cinnamon', '1 tbsp lemon juice', '3 cinnamon sticks (optional)', 'knob of butter']	Easy	['Gluten-free', 'Vegetarian']
condiment	Rhubarb jam	['1kg rhubarb, weighed after trimming, cut into 3cm chunks', '1kg jam sugar (or 1kg caster sugar plus 1 x 8g sachet pectin - we used Tate & Lyle)', '2 vanilla pods, halved lengthways', 'juice 1 lemon']	Easy	[]
dessert	Best ever chocolate brownies recipe	['185g unsalted butter', '185g best dark chocolate', '85g plain flour', '40g cocoa powder', '50g white chocolate', '50g milk chocolate', '3 large eggs', '275g golden caster sugar']	More effort	[]
dessert	Easy chocolate fudge cake	['150ml sunflower oil, plus extra for the tin', '175g self-raising flour', '2 tbsp cocoa powder', '1 tsp bicarbonate of soda', '150g caster sugar', '2 tbsp golden syrup', '2 large eggs, lightly beaten', '150ml semi-skimmed milk', '100g unsalted butter', '225g icing sugar', '40g cocoa powder', '2½ tbsp milk (a little more if needed)']	Easy	['Vegetarian']
dessert	Easy carrot cake	['230ml vegetable oil, plus extra for the tin', '100g natural yogurt', '4 large eggs', '1½ tsp vanilla extract', '½ orange, zested', '265g self-raising flour', '335g light muscovado sugar', '2½ tsp ground cinnamon', '¼ fresh nutmeg, finely grated', '265g carrots (about 3), grated', '100g sultanas or raisins', '100g walnuts or pecans, roughly chopped (optional)', '100g slightly salted butter, softened', '300g icing sugar', '100g soft cheese']	Easy	['Freezable (un-iced)']
dessert	Banana bread	['140g butter, softened, plus extra for the tin', '140g caster sugar', '2 large eggs, beaten', '140g self-raising flour', '1 tsp baking powder', '2 very ripe  bananas, mashed', '50g icing sugar', 'handful dried banana chips, for decoration']	Easy	['Freezable (un-iced)']
dessert	Vegan banana bread	['3 large black  bananas', '75ml vegetable oil or sunflower oil, plus extra for the tin', '100g brown sugar', '225g plain flour (or use self-raising flour and reduce the baking powder to 2 heaped tsp)', '3 heaped tsp baking powder', '3 tsp cinnamon or mixed spice', '50g dried fruit or nuts (optional)']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
dessert	Yummy golden syrup flapjacks	['250g jumbo porridge oats', '125g butter, plus extra for the tin', '125g light brown sugar', '2-3 tbsp golden syrup (depending on how gooey you want it)']	Easy	['Vegetarian']
dessert	Easy chocolate cake	['200g golden caster sugar', '200g unsalted butter, softened plus extra for the tins', '4 large eggs', '200g self-raising flour', '2 tbsp cocoa powder', '1 tsp baking powder', '½ tsp vanilla extract', '2 tbsp milk', '100g milk chocolate, chopped', '200g butter, softened', '400g icing sugar', '5 tbsp cocoa powder', '2 tbsp milk', '50g dark chocolate', '25g milk chocolate', '25g white chocolate']	Easy	['Freezable (sponges only)', 'Vegetarian']
dessert	Fruit scones	['350g self-raising flour, plus more for dusting', '¼ tsp salt', '1 tsp baking powder', '85g butter, cut into cubes', '3 tbsp caster sugar', '175ml milk', '1 tsp vanilla extract', 'squeeze of  lemon juice', '100g sultanas', 'beaten  egg to glaze', 'jam and clotted cream, to serve']	Easy	['Vegetarian']
dessert	Cupcake recipe	['110g softened butter', '110g golden caster sugar', '2 large eggs', '½ tsp vanilla extract', '110g self-raising flour', '150g softened butter', '300g icing sugar', '1 tsp vanilla extract', '3 tbsp milk', 'food colouring paste of your choice (optional) ']	Easy	['Freezable (Can be frozen without the icing )', 'Vegetarian']
dessert	Homemade apple pie	['1kg Bramley apples', '140g golden caster sugar', '½ tsp cinnamon', '3 tbsp flour', '225g butter, room temperature', '50g golden caster sugar, plus extra', '2 eggs', '350g plain flour, preferably organic', 'softly whipped cream, to serve']	More effort	['Freezable']
dessert	Raspberry bakewell cake	['140g ground almond', '140g butter, softened', '140g golden caster sugar', '140g self-raising flour', '2 eggs', '1 tsp vanilla extract', '250g raspberry', '2 tbsp flaked almond', 'icing sugar, to serve']	Easy	['Freezable']
dessert	Perfect pancakes recipe	['100g plain flour', '2 eggs', '300ml semi-skimmed milk', '1 tbsp sunflower oil  or vegetable, plus extra for frying', 'pinch salt']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']
dessert	Easy blueberry muffins	['100g unsalted butter softened, plus 1 tbsp, melted, for greasing', '140g golden caster sugar', '2 large eggs', '140g natural yogurt', '1 tsp vanilla extract', '2 tbsp milk', '250g plain flour', '2 tsp baking powder', '1 tsp bicarbonate of soda', '125g pack blueberries (or use frozen)']	Easy	['Freezable', 'Vegetarian']
dessert	Easy millionaire’s shortbread	['250g plain flour', '75g caster sugar', '175g butter, softened', '100g butter or margarine', '100g light muscovado sugar', '397g can condensed milk', '200g plain or milk chocolate, broken into pieces']	Easy	['Vegetarian']
dessert	The best apple crumble	['575g Bramley apple (3 medium apples), peeled, cored and sliced to 1cm thick', '2 tbsp golden caster sugar', '175g plain flour', '110g golden caster sugar', '110g cold butter', '1 tbsp rolled oats', '1 tbsp demerara sugar', 'double cream, clotted cream or custard, to serve']	Easy	[]
dessert	Microwave mug cake	['4 tbsp self-raising flour', '4 tbsp caster sugar', '2 tbsp cocoa powder', '1 medium egg', '3 tbsp milk', '3 tbsp vegetable oil or sunflower oil', 'a few drops of vanilla essence or other essence (orange or peppermint work well)', '2 tbsp chocolate chips, nuts, or raisins etc (optional)']	Easy	['Vegetarian']
dessert	Best chewy chocolate chip cookies	['150g butter, softened', '150g soft brown sugar, golden caster sugar, or ideally half of each', '1 egg', '1 tsp vanilla extract', '180-200g  plain flour (see tip below)', '½ tsp  baking powder', '200g chocolate chips or chopped chocolate']	Easy	['Freezable', 'Vegetarian']
dessert	New York cheesecake	['85g butter, plus extra for tin', '140g digestive biscuits, made into fine crumbs (add 2 extra biscuits if you like a thicker base)', '1 tbsp sugar, granulated or golden caster', '900g Philadelphia cheese, or other full-fat soft cheese', '250g golden caster sugar', '3 tbsp plain flour', '1 ½ tsp vanilla extract', 'finely grated zest of 1 lemon (about 2 tsp)', '1 ½ tsp lemon juice', '3 large eggs, plus 1 yolk', '284ml carton soured cream', '142ml carton soured cream', '1 tbsp golden caster sugar', '2 tsp lemon juice']	Easy	['Freezable']
dessert	Vegan lemon cake	['100ml vegetable oil, plus extra for the tin', '275g self-raising flour', '200g golden caster sugar', '1 tsp baking powder', '1 lemon, zested, 1/2 juiced', '150g icing sugar', '½ lemon, juiced']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
dessert	Oat biscuits	['75g wholemeal flour', '1 tsp baking powder', '75g porridge oats', '50g caster sugar', '75g butter', '1 tbsp golden syrup', '2 tbsp milk']	Easy	['Vegetarian']
dessert	Lemon cheesecake	['110g digestive biscuits', '50g butter', '25g light brown soft sugar', '350g mascarpone', '75g caster sugar', '1 lemon, zested', '2-3 lemons, juiced (about 90ml)']	Easy	['Vegetarian']
dessert	Chocolate brownie cake	['100g butter', '125g caster sugar', '75g light brown or muscovado sugar', '125g plain chocolate (plain or milk)', '1 tbsp golden syrup', '2 eggs', '1 tsp vanilla extract/essence', '100g plain flour', '½ tsp baking powder', '2 tbsp cocoa powder']	Easy	[]
dessert	Pancakes for one	['1 large  egg', '40g plain flour', '½ tsp  baking powder', '45ml milk (dairy, nut or oat based)', '1 tsp butter', '½ tbsp  oil', 'maple syrup or honey and berries, to serve (optional)']	Easy	['Vegetarian']
dessert	Strawberry cheesecake in 4 easy steps	['250g digestive biscuits', '100g butter, melted', '1 vanilla pod', '600g full fat soft cheese', '100g icing sugar', '284ml pot of double cream', '400g punnet of strawberries, halved ', '25g icing sugar']	Easy	[]
dessert	Salted caramel brownies	['200g unsalted butter, plus a little extra for greasing', '100g chocolate, 70% cocoa solids', '100g chocolate, 50% cocoa solids', '397g can caramel', '1 tsp flaky sea salt, plus a little extra for the top', '200g golden caster sugar', '4 medium eggs, at room temperature', '130g plain flour', '50g cocoa powder']	Easy	['Freezable']
dessert	Peanut butter cookies	['200g peanut butter (crunchy or smooth is fine)', '175g golden caster sugar', '¼ tsp fine table salt', '1 large egg']	Easy	['Freezable (uncooked dough only)', 'Gluten-free']
dessert	Classic Christmas cake	['1kg mixed dried fruit (use a mix of raisins, sultanas, currants, cherries, cranberries, prunes or figs)', 'zest and juice 1  orange', 'zest and juice 1 lemon', '150ml brandy, Sherry, whisky or rum, plus extra for feeding', '250g pack butter, softened', '200g light soft brown sugar', '175g plain flour', '100g ground almond', '½ tsp baking powder', '2 tsp mixed spice', '1 tsp ground cinnamon', '¼ tsp ground cloves', '100g flaked almonds', '4 large eggs', '1 tsp vanilla extract']	Easy	[]
dessert	Easy chocolate chip cookies	['120g butter, softened', '75g light brown sugar', '75g golden caster sugar', '1 medium egg', '1 tsp vanilla extract', '180g plain flour', '½ tsp bicarbonate of soda', '150g dark chocolate, cut into chunks']	Easy	['Freezable', 'Vegetarian']
dessert	Raspberry honey flapjacks	['150g butter', '150g light brown soft sugar', '4 tbsp honey (we used heather honey)', '300g porridge oats', '100g frozen raspberries']	Easy	['Freezable', 'Vegetarian']
dessert	Chocolate & banana cake	['100ml sunflower oil, plus extra to grease', '175g caster sugar', '175g self-raising flour', '½ tsp  bicarbonate of soda', '4 tbsp cocoa powder', '100g chocolate chips or chunks', '175g very ripe  bananas', '3 medium  eggs, 2 separated', '50ml milk', '100g milk chocolate', '100ml soured cream', 'handful dried banana chips, roughly chopped']	Easy	['Freezable (Freeze un-iced only)']
dinner	Chicken & chorizo jambalaya	['1 tbsp olive oil', '2 chicken breasts, chopped', '1 onion, diced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '75g chorizo, sliced', '1 tbsp Cajun seasoning', '250g long grain rice', '400g can plum tomato', '350ml chicken stock']	Easy	['Healthy']
dinner	Creamy courgette lasagne	['9 dried lasagne  sheets', '1 tbsp sunflower oil', '1 onion, finely chopped', '700g courgette (about 6), coarsely grated', '2 garlic cloves, crushed', '250g tub ricotta', '50g cheddar', '350g jar tomato sauce  for pasta']	Easy	['Easily doubled', 'Easily halved', 'Vegetarian']
dinner	Chilli con carne recipe	['1 large onion', '1 red pepper', '2 garlic cloves', '1 tbsp oil', '1 heaped tsp hot chilli powder  (or 1 level tbsp if you only have mild)', '1 tsp paprika', '1 tsp ground cumin', '500g lean minced beef', '1 beef stock cube', '400g can chopped tomatoes', '½ tsp dried marjoram', '1 tsp sugar (or add a thumbnail-sized piece of dark chocolate along with the beans instead, see tip)', '2 tbsp tomato purée', '410g can red kidney beans', 'plain boiled long grain rice, to serve', 'soured cream, to serve']	Easy	['Freezable']
dinner	Sweet potato & peanut curry	['1 tbsp coconut oil', '1 onion, chopped', '2 garlic cloves, grated', 'thumb-sized piece ginger, grated', '3 tbsp Thai red curry paste (check the label to make sure it’s vegetarian/ vegan)', '1 tbsp smooth peanut butter', '500g sweet potato, peeled and cut into chunks', '400ml can coconut milk', '200g bag spinach', '1 lime, juiced', 'cooked rice, to serve (optional)', 'dry roasted peanuts, to serve (optional)']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']
dinner	The best spaghetti bolognese recipe	['1 tbsp olive oil', '4 rashers smoked streaky bacon,  finely chopped', '2 medium onions, finely chopped', '2 carrots, trimmed and finely chopped', '2 celery sticks, finely chopped', '2 garlic cloves finely chopped', '2-3 sprigs rosemary leaves picked and finely chopped', '500g beef mince', '2 x 400g tins plum tomatoes', 'small pack basil leaves picked, ¾ finely chopped and the rest left whole for garnish', '1 tsp dried oregano', '2 fresh bay leaves', '2 tbsp tomato purée', '1 beef stock cube', '1 red chilli deseeded and finely chopped (optional)', '125ml red wine', '6 cherry tomatoes sliced in half', '75g parmesan grated, plus extra to serve', '400g spaghetti', 'crusty bread to serve (optional)']	Easy	['Freezable (sauce only)']
dinner	Chicken pasta bake	['4 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed ', '¼ tsp chilli flakes', '2 x 400g cans chopped tomatoes', '1 tsp caster sugar', '6 tbsp mascarpone', '4 skinless chicken breasts, sliced into strips ', '300g penne', '70g mature cheddar, grated ', '50g grated mozzarella', '½ small bunch of parsley, finely chopped']	Easy	[]
dinner	Chorizo & mozzarella gnocchi bake	['1 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, crushed', '120g chorizo, diced', '2 x 400g cans chopped  tomatoes', '1 tsp caster sugar', '600g fresh gnocchi', '125g mozzarella ball, cut into chunks', 'small bunch of basil, torn', 'green salad, to serve']	Easy	[]
dinner	Spinach, sweet potato & lentil dhal	['1 tbsp sesame oil', '1 red onion, finely chopped', '1 garlic clove, crushed', 'thumb-sized piece ginger, peeled and finely chopped', '1 red chilli, finely chopped', '1½ tsp ground turmeric', '1½ tsp ground cumin', '2 sweet potatoes (about 400g/14oz), cut into even chunks', '250g red split lentils', '600ml vegetable stock', '80g bag of spinach', '4 spring onions, sliced on the diagonal, to serve', '½ small pack of Thai basil, leaves torn, to serve']	Easy	['Freezable', 'Healthy', 'Vegan', 'Vegetarian']
dinner	Burnt aubergine veggie chilli	['1 aubergine', '1 tbsp olive oil or rapeseed oil', '1 red onion, diced', '2 carrots, finely diced', '70g puy lentils or green lentils, rinsed', '30g red lentils, rinsed', '400g can kidney beans', '3 tbsp dark soy sauce', '400g can chopped tomatoes', '20g dark chocolate, finely chopped', '¼ tsp chilli powder', '2 tsp dried oregano', '2 tsp ground cumin', '2 tsp sweet smoked paprika', '1 tsp coriander', '1 tsp cinnamon', '800ml vegetable stock', '½ lime, juiced', 'brown rice', 'tortilla chips, mashed avocado, yogurt or soured cream, grated cheddar, roughly chopped coriander (optional) ']	Easy	['Freezable', 'Vegetarian']
dinner	Easiest ever seafood rice	['1 tbsp olive oil', '1 leek  or onion, sliced', '110g pack chorizo  sausage, chopped', '1 tsp turmeric', '300g long grain rice', '1l hot fish or chicken stock', '200g frozen peas', '400g frozen seafood mix, defrosted']	Easy	['Healthy', 'High-protein']
dinner	Chicken arrabbiata stew & parmesan dumplings	['2 tbsp olive oil', '1 onion, thinly sliced', '8 skinless and boneless chicken thighs, halved', '2 large garlic cloves, crushed', '1-1½ tsp chilli flakes', '4 tbsp sun-dried tomato pesto', '250ml chicken stock', '2 x 400g can chopped tomatoes', '5 thyme sprigs, tied', '2 tsp sugar', '½ small bunch of parsley, finely chopped', '80g cold unsalted butter, cubed', '150g self-raising flour', '80g parmesan, grated', '50-60ml milk']	Easy	['Freezable']
dinner	Double bean & roasted pepper chilli	['2 onions, chopped', '2 celery sticks, finely chopped', '2 yellow or orange peppers, finely chopped', '2 tbsp sunflower oil or rapeseed oil', '2 x 460g jars roasted red peppers', '2 tsp chipotle paste', '2 tbsp red wine vinegar', '1 tbsp cocoa powder', '1 tbsp dried oregano', '1 tbsp sweet smoked paprika', '2 tbsp ground cumin', '1 tsp ground cinnamon', '2 x 400g cans chopped tomatoes', '400g can refried beans', '3 x 400g cans kidney beans, drained and rinsed', '2 x 400g cans  black beans, drained and rinsed']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegetarian']
dinner	Mushroom risotto	['50g dried porcini  mushrooms', '1 vegetable stock  cube', '2 tbsp olive oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', '250g pack chestnut mushrooms, chopped', '300g risotto rice, such as arborio', '1 x 175ml glass white wine', '25g butter', 'handful parsley  leaves, chopped', '50g parmesan  or Grana Padano, freshly grated']	Easy	['Vegetarian']
dinner	Best Yorkshire puddings	['140g plain flour (this is about 200ml/7fl oz)', '4 eggs (200ml/7fl oz)', '200ml milk', 'sunflower oil, for cooking']	Easy	['Freezable', 'Vegetarian']
dinner	Spiced carrot & lentil soup	"['2 tsp cumin seeds', 'pinch chilli flakes', '2 tbsp olive oil', '600g carrots, washed and coarsely grated (no need to peel)', '140g split red lentils', '1l hot vegetable stock (from a cube is fine)', ""125ml milk (to make it dairy-free, see 'try' below)"", 'plain yogurt and naan bread, to serve']"	Easy	['Freezable', 'Healthy', 'Vegetarian']
dinner	Slow-cooker beef stew	['1 onion, chopped', '2 celery sticks, finely chopped', '2 tbsp rapeseed oil', '3 carrots, halved and cut into chunks', '2 bay leaves', '½ pack thyme', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes or stock pots', '900g beef for braising such as skirt, buy a whole piece and cut it yourself for bigger chunks or buy ready-diced', '2 tsp cornflour (optional)', '½ small bunch parsley, chopped', 'buttery mash, to serve (optional)']	Easy	['Freezable']
dinner	Chinese chicken curry	['4 skinless chicken breasts, cut into chunks (or use thighs or drumsticks)', '2 tsp cornflour', '1 onion, diced', '2 tbsp rapeseed oil', '1 garlic clove, crushed', '2 tsp curry powder', '1 tsp turmeric', '½ tsp ground ginger', 'pinch sugar', '400ml chicken stock', '1 tsp soy sauce', 'handful frozen peas', 'rice to serve']	Easy	['Healthy', 'High-protein', 'Low calorie', 'Low fat']
dinner	Sausage ragu	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '¼ tsp chilli flakes', '2 rosemary sprigs, leaves finely chopped', '2 x 400g cans chopped tomatoes', '1 tbsp brown sugar', '6 pork sausages', '150ml whole milk', '1 lemon, zested', '350g rigatoni pasta', 'grated parmesan and ½ small bunch parsley, leaves roughly chopped, to serve']	Easy	['Freezable']
dinner	Cottage pie	['3 tbsp olive oil', '1¼kg beef mince', '2 onions, finely chopped', '3 carrots, chopped', '3 celery sticks, chopped', '2 garlic cloves, finely chopped', '3 tbsp plain flour', '1 tbsp tomato purée', 'large glass of red wine (optional)', '850ml beef stock', '4 tbsp Worcestershire sauce', 'a few thyme sprigs', '2 bay leaves', '1.8kg potatoes, chopped', '225ml milk', '25g butter', '200g strong cheddar, grated', 'freshly grated  nutmeg']	Easy	['Freezable']
dinner	Chicken satay salad	['1 tbsp tamari', '1 tsp medium curry powder', '¼ tsp ground cumin', '1 garlic clove, finely grated', '1 tsp clear honey', '2 skinless chicken breast fillets (or use turkey breast)', '1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible)', '1 tbsp sweet chilli sauce', '1 tbsp lime juice', 'sunflower oil, for wiping the pan', '2 Little Gem lettuce hearts, cut into wedges', '¼ cucumber, halved and sliced', '1 banana shallot, halved and thinly sliced', 'coriander, chopped', 'seeds from ½ pomegranate']	Easy	['Healthy']
dinner	Toad-in-the-hole	['12 chipolatas', '1 tbsp sunflower oil', '140g plain flour', '2 eggs', '175ml semi-skimmed milk']	Easy	[]
