cuisine	types	name	ingredients	difficulty	health_banners	instructions	link
['british']	['afternoon-tea', 'dessert', 'treat']	Chocolate sponge cake	['175g unsalted butter, softened, plus extra for the tin', '175g golden caster sugar', '3 large eggs', '50g cocoa powder', '100g self-raising flour (or same quantity plain flour with 1 tsp baking powder)', '1-2 tsp  milk', '50g dark chocolate (or milk chocolate if you prefer)', '85g unsalted butter, softened', '175g icing sugar, sieved']	Easy	['Freezable (un-iced)', 'Nut-free', 'Vegetarian']	['Heat oven to 190C/170C fan/gas 5. Butter and line 2 x 18cm tins with baking parchment.', 'Use a handheld electric whisk or a freestanding mixer to beat 175g softened unsalted butter and 175g golden caster sugar together in a bowl until creamy and light in colour. Then add 1 large egg, still mixing.', 'Sieve 50g cocoa powder, 100g self-raising flour and a pinch of salt into another bowl and add a third of that to your wet ingredients.', 'Once combined, add 1 more large egg and another third of the flour mixture and work that in.', 'Then add 1 more large egg and the remaining flour and beat until you have a smooth thick batter. If the batter is stiff, stir in a splash of milk to loosen it.', 'Divide the mixture between the tins and smooth the top with the back of a spoon.', 'Bake for 20-25 mins until springy to the touch. Take out of the oven and leave in the tins for 10 mins before turning out onto a wire rack to cool completely.', 'Meanwhile, make the buttercream by melting 50g dark or milk chocolate in the microwave, or in a bowl over just simmering water, making sure the base doesn’t touch the water. Leave to cool.', 'Beat 85g softened unsalted butter and half of the 175g sieved icing sugar together until light and fluffy. Add the remaining icing sugar and melted chocolate and mix together. If the icing is runny, chill in the fridge until it is firm but still spreadable.', 'To assemble the cake, put a small dollop of icing onto a plate and put one of the cakes on top. Spread the top of the cake with half the icing, leaving a 1cm border around the edge.', 'Put the second cake on top and push down very gently. Spread the remaining icing over the top.']	https://www.bbcgoodfood.com/recipes/chocolate-sponge-cake
['british']	['dessert', 'dinner', 'treat']	Blueberry cake with cream cheese frosting	['175g soft butter', '175g golden caster sugar', '3 large eggs', '225g self-raising flour', '1 tsp baking powder', '2 tsp vanilla extract', '142ml carton soured cream', '3 x punnets blueberry', '200g full-fat cream cheese', '100g icing sugar']	Easy	['Freezable (Can be frozen when uniced)']	"['Preheat the oven to fan160C/ conventional 180C/gas 4 and butter and line the base of a loose-based 22cm round cake tin with non-stick baking paper or reusable Bake-o-glide.', 'Put the butter, sugar, eggs,flour, baking powder and vanilla in a bowl. Beat with a wooden spoon for 2-3 minutes, or with a hand electric beater for 1-2 minutes, until lighter in colour and well mixed. Beat in 4 tbsp soured cream, then stir in half the blueberries with a large spoon.', 'Tip the mixture into the tin and spread it level. Bake for 50 minutes until it is risen, feels firm to the touch and springs back when lightly pressed. Cool for 10 minutes, then take out of the tin and peel off the paper or lining. Leave to finish cooling on a wire rack.', ""To make the frosting, beat the soft cheese with the icing sugar and the remaining soured cream in a bowl until smooth and creamy. Spread over the top of the cooled cake (don't be impatient as the frosting will melt if the cake is too warm) and scatter with the remaining blueberries. The cake will keep in the fridge for a couple of days. Bring it to room temperature for about an hour before serving.""]"	https://www.bbcgoodfood.com/recipes/blueberry-soured-cream-cake-cheesecake-frosting
['british']	['afternoon-tea', 'dessert', 'treat']	Bread pudding	['500g white or wholemeal bread', '500g/1lb 2oz mixed dried fruit', '85g mixed peel', '1½ tbsp mixed spice', '600ml milk', '2 large  eggs, beaten', '140g light muscovado sugar', 'zest 1 lemon (optional)', '100g butter, melted', '2 tbsp demerara sugar']	Easy	['Freezable']	['Tear 500g white or wholemeal bread into a large mixing bowl and add 500g mixed dried fruit, 85g mixed peel and 1 ½ tbsp mixed spice.', 'Pour in 600ml milk, then stir or scrunch through your fingers to mix everything well and completely break up the bread.', 'Add 2 beaten large eggs, 140g light muscovado sugar and zest of 1 lemon, if using. Stir well, then set aside for 15 mins to soak.', 'Heat oven to 180C/160C fan/gas 4. Butter and line the base of a 20cm non-stick square cake tin (not one with a loose base).', 'Stir the melted butter into the pudding mixture, tip into the tin, then scatter with demerara.', 'Bake for 1½ hrs until firm and golden, covering with foil if it starts to brown too much. Turn out of the tin and strip off the paper. Cut into squares and serve warm.']	https://www.bbcgoodfood.com/recipes/bread-pudding-0
	['dinner']	Aubergine, halloumi & harissa skillet bake	['2-4 tbsp  olive oil, plus a drizzle', '1 large aubergine, sliced into rounds about ½cm thick', '2 large garlic cloves, crushed', '400g can chopped tomatoes', '1 tbsp harissa paste', '½ tsp caster sugar', '225g block halloumi, sliced into 8-9 pieces', 'pinch of dried mint', 'flatbreads, rice or couscous, to serve']	Easy	['Gluten-free', 'Vegetarian']	['Heat 1 tbsp oil in a roughly 22cm ovenproof skillet or frying pan, then add the aubergine slices in a single layer (you’ll need to do this in batches). Cook for 2-3 mins on each side until just golden and softened, adding another 1 tbsp oil between each batch. Transfer to a plate.', 'If the pan is dry, add another 1 tbsp oil. Fry the garlic until sizzling but not coloured. Stir in the tomatoes, harissa, sugar and a pinch of salt. Bubble for a minute, squashing the tomatoes. Remove from the heat and leave to cool slightly.', 'Meanwhile, halve each piece of halloumi (don’t worry if they fall apart). Arrange the aubergine and halloumi slices in overlapping concentric circles on top of the tomato mixture, ensuring there are one or two pieces of halloumi between each aubergine slice. Drizzle with a little more oil and sprinkle with the mint. Cover the pan with foil and bake for 20 mins at 180C/160C fan/gas 4, then remove the foil and bake for a further 5-10 mins until the halloumi has started to brown. Serve with warm flatbreads, rice or couscous.']	https://www.bbcgoodfood.com/recipes/aubergine-halloumi-harissa-skillet-bake
	['dinner', 'main-course']	Slow-cooker beef pot roast	['2 tbsp sunflower oil', '1½ kg rolled beef brisket', '2 tbsp plain flour', '3 carrots, chopped', '3 sticks of celery, chopped', '2 parsnips, chopped', '1 onion, chopped', '80g button mushrooms', '2 bay leaves', '2 garlic cloves, crushed', '2 tsp English mustard', '500ml red wine', '250ml beef stock']	Easy	['Easily halved']	['Heat 2 tbsp sunflower oil in a large pan. Dust 1½ kg rolled beef brisket with 2 tbsp plain flour and season well with salt and pepper.', 'Put 3 chopped carrots, 3 chopped celery sticks, 2 chopped parsnips, 1 chopped onion and 80g button mushrooms in the bottom of your slow cooker and turn it to Low.', 'Sear the beef all over in the hot pan then place it on top of the vegetables in the slow cooker.', 'Add the 2 bay leaves, 2 crushed garlic cloves and 2 tsp English mustard then pour over 500ml red wine and 250ml beef stock. Cover with the lid and cook for 7 hours.', 'Heat oven to 200C/180C fan/gas 6. Carefully take the beef out of the slow cooker and place it on a baking tray then roast it in the oven for 20 mins.', 'While the beef is in the oven, carefully ladle the cooking liquid out of the slow cooker into a shallow pan. Boil rapidly on a high heat to reduce to a rich gravy.', 'Serve the beef sliced with roast potatoes, the softened vegetables, gravy and wilted greens, if you like.']	https://www.bbcgoodfood.com/recipes/slow-cooker-pot-roast
['indian']	['dinner', 'lunch', 'main-course', 'supper']	Mushroom & potato curry	['1 tbsp oil', '1 onion, roughly chopped', '1 large potato, chopped into small chunks', '1 aubergine, trimmed and chopped into chunks', '250g button mushrooms', '2-4 tbsp curry paste (depending on how hot you like it)', '150ml vegetable stock', '400ml can reduced-fat coconut milk', 'chopped coriander, to serve']	Easy	['Vegan', 'Vegetarian']	['Heat the oil in a large saucepan, add the onion and potato. Cover, then cook over a low heat for 5 mins until the potatoes start to soften. Throw in the aubergine and mushrooms, then cook for a few more mins.', 'Stir in the curry paste, pour over the stock and coconut milk. Bring to the boil, then simmer for 10 mins or until the potato is tender. Stir through the coriander and serve with rice or naan bread.']	https://www.bbcgoodfood.com/recipes/one-pot-mushroom-potato-curry
['mediterranean']	['dinner', 'main-course', 'supper']	Tomato & thyme cod	['1 tbsp olive oil', '1 onion, chopped', '400g can chopped tomatoes', '1 heaped tsp light soft brown sugar', 'few sprigs thyme, leaves stripped', '1 tbsp soy sauce', '4 cod fillets, or another white flaky fish, such as pollock']	Easy	['Easily doubled', 'Easily halved', 'Freezable (If the fish was not previously frozen)']	['Heat 1 tbsp olive oil in a frying pan, add 1 chopped onion, then fry for 5-8 mins until lightly browned.', 'Stir in a 400g can chopped tomatoes, 1 heaped tsp light soft brown sugar, the leaves from a few sprigs of thyme and 1 tbsp soy sauce, then bring to the boil.', 'Simmer 5 mins, then slip 4 cod fillets into the sauce.', 'Cover and gently cook for 8-10 mins until the cod flakes easily. Serve with baked or steamed potatoes.']	https://www.bbcgoodfood.com/recipes/tomato-thyme-cod
['moroccan']	['dinner', 'lunch', 'starter', 'supper']	Moroccan-style chickpea soup	['1 tbsp olive oil', '1 onion, chopped', '2 celery sticks, chopped', '2 tsp ground cumin', '600ml hot vegetable stock', '400g can chopped plum tomatoes  with garlic', '400g can chickpeas, rinsed and drained', '100g frozen broad beans', 'zest and juice ½ lemon', 'large handful coriander or parsley and flatbread, to serve']	Easy	['Freezable', 'Egg-free', 'Healthy', 'Low calorie', 'Low fat', 'Low sugar', 'Nut-free', 'Vegetarian']	['Heat the oil in a large saucepan, then fry the onion and celery gently for 10 mins until softened, stirring frequently. Tip in the cumin and fry for another min.', 'Turn up the heat, then add the stock, tomatoes and chickpeas, plus a good grind of black pepper. Simmer for 8 mins. Throw in broad beans and lemon juice, cook for a further 2 mins. Season to taste, then top with a sprinkling of lemon zest and chopped herbs. Serve with flatbread.']	https://www.bbcgoodfood.com/recipes/moroccan-chickpea-soup-0
['moroccan']	['dinner', 'lunch', 'supper']	Spicy chicken couscous	['250g couscous', '3 tbsp olive oil', '1 chopped  onion', '2 large sliced skinless boneless chicken breast fillets', '85g blanched almonds', '1 tbsp hot curry paste', '100g halved ready-to-eat apricots', '120g pack fresh coriander']	Easy	['Healthy', 'High-fibre']	['Prepare couscous with reduced salt chicken stock, according to the packet instructions. Heat olive oil in a pan and cook the onion for 2-3 mins until softened.', 'Toss in chicken breast fillets and stir fry for 5-6 mins until tender. Add the blanched almonds and, when golden, stir in the hot curry paste and cook for 1 min more.', 'Add the couscous along with the apricots and the coriander. Toss until hot then serve with plain yogurt if you like.']	https://www.bbcgoodfood.com/recipes/spicy-chicken-couscous
	['dinner', 'main-course', 'supper']	Slow-cooker lamb shanks	['4 lamb shanks', '2 tbsp olive oil', '1 onion, finely chopped', '2 tbsp tomato purée', '250ml light red wine (such as pinot noir)', '2 tbsp plain flour', '500ml stock, vegetable, chicken or lamb', '2 carrots, chopped', '2 garlic cloves, peeled', '2 bay leaves', '2 thyme sprigs', '1 bunch  parsley, leaves chopped separately to the stalks']	Easy	[]	['If you need to preheat your slow cooker then turn it on now. In a large hot frying pan, add half the oil and brown the lamb shanks all over, then transfer them to the slow cooker. This will take you about 10 mins and you may need to do it in batches. Add the remaining oil to the frying pan and fry the onion gently until it starts to turn translucent, then stir in the tomato purée and flour and cook for a minute.', 'Add the red wine and bring it to a boil, stirring the flour and purée into the wine until you have a smooth sauce around the onion pieces. Tip into the slow cooker. Pour the stock into the same pan and bring it to a boil, then tip into the slow cooker. Add the carrots garlic, bay leaves, thyme and parsley stalks to the slow cooker and put the lid on. Cook on low for eight hours or on high for four hours. Turn the shanks over at some point during the cooking.', 'After eight hours the lamb should be tender and starting to fall off the bone. If the sauce is too thin lift out the lamb and carrots and tip the sauce into a pan, boil it rapidly until it starts to thicken before adding the parsley.']	https://www.bbcgoodfood.com/recipes/slow-cooker-lamb-shanks
['british']	['dessert', 'dinner', 'treat']	Blueberry cake with cream cheese frosting	['175g soft butter', '175g golden caster sugar', '3 large eggs', '225g self-raising flour', '1 tsp baking powder', '2 tsp vanilla extract', '142ml carton soured cream', '3 x punnets blueberry', '200g full-fat cream cheese', '100g icing sugar']	Easy	['Freezable (Can be frozen when uniced)']	"['Preheat the oven to fan160C/ conventional 180C/gas 4 and butter and line the base of a loose-based 22cm round cake tin with non-stick baking paper or reusable Bake-o-glide.', 'Put the butter, sugar, eggs,flour, baking powder and vanilla in a bowl. Beat with a wooden spoon for 2-3 minutes, or with a hand electric beater for 1-2 minutes, until lighter in colour and well mixed. Beat in 4 tbsp soured cream, then stir in half the blueberries with a large spoon.', 'Tip the mixture into the tin and spread it level. Bake for 50 minutes until it is risen, feels firm to the touch and springs back when lightly pressed. Cool for 10 minutes, then take out of the tin and peel off the paper or lining. Leave to finish cooling on a wire rack.', ""To make the frosting, beat the soft cheese with the icing sugar and the remaining soured cream in a bowl until smooth and creamy. Spread over the top of the cooled cake (don't be impatient as the frosting will melt if the cake is too warm) and scatter with the remaining blueberries. The cake will keep in the fridge for a couple of days. Bring it to room temperature for about an hour before serving.""]"	https://www.bbcgoodfood.com/recipes/blueberry-soured-cream-cake-cheesecake-frosting
	['dinner', 'supper']	Pork souvlaki	['400g lean pork shoulder, cut into 2cm chunks', '1 tbsp olive oil', '½ tbsp dried oregano', '1 lemon, zested and juiced', '½ tsp hot paprika', '100ml fat-free yogurt', '1 small garlic clove, grated', '½ cucumber, trimmed and grated', '2 red peppers, deseeded and cut into chunks', '2 Little Gem lettuce, leaves separated', 'chilli sauce, to serve (optional)', 'flatbreads, warmed, to serve (optional)']	Easy	['Healthy', 'High-protein', 'Keto', 'Low calorie']	['Put the pork in a large bowl with the oil, oregano, lemon zest and juice and paprika as well as a good pinch of salt. Toss everything together to combine and leave to marinate for 10 mins.', 'Combine the yogurt, garlic and cucumber together in a bowl. Season with salt and set aside.', 'Heat the grill to high. Thread the marinated pork and the peppers on four metal skewers, alternating between the pork and peppers as you go. Place on a non-stick baking sheet and grill for 3-4 mins on each side, or until cooked through and golden brown.', 'Serve with the lettuce, yogurt mixture and chilli sauce, and flatbreads, if you like.']	https://www.bbcgoodfood.com/recipes/pork-souvlaki
	['afternoon-tea', 'dessert']	Vegan chocolate cake	['150g dairy-free spread, plus extra for the tins', '300ml dairy-free milk, we used oat milk', '1 tbsp cider vinegar', '300g self-raising flour', '200g golden caster sugar', '4 tbsp cocoa powder', '1 tsp bicarbonate of soda', '½ tsp vanilla extract', '100g dairy-free dark chocolate', '200g dairy-free spread', '400g icing sugar', '5 tbsp cocoa powder', '1 tbsp dairy-free milk, such as oat milk', 'handful of fresh, seasonal fruits such as cherries, blackberries or figs']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']	['Heat oven to 190C/170C fan/gas 5. Grease the base and sides of 2 x 20cm sandwich tins with dairy-free spread, then line the bases with baking parchment.', 'Put the dairy-free milk in a jug and add the vinegar – it will split but don’t worry. Put all of the other cake ingredients into a large bowl, pour over the milk mixture and beat well until smooth. Divide the mixture between the prepared tins and bake for 25-30 mins or until a skewer inserted into the middle of the cakes comes out cleanly. Leave to cool in the tins for 10mins then turn out onto wire racks to cool completely.', 'To make the buttercream, put the chocolate into a heatproof bowl and melt in the microwave, stirring every 30 seconds. Leave the melted chocolate to cool for 5 minutes. Beat the dairy-free spread and icing sugar together with a wooden spoon then sift in the cocoa powder with a pinch of salt. Pour in the melted chocolate and dairy-free milk and keep mixing until smooth.', 'Sandwich the two cooled sponges together with half of the buttercream then pile the rest on top and down the sides. Decorate with the fresh fruit.']	https://www.bbcgoodfood.com/recipes/vegan-chocolate-cake
	['dinner']	Aubergine, halloumi & harissa skillet bake	['2-4 tbsp  olive oil, plus a drizzle', '1 large aubergine, sliced into rounds about ½cm thick', '2 large garlic cloves, crushed', '400g can chopped tomatoes', '1 tbsp harissa paste', '½ tsp caster sugar', '225g block halloumi, sliced into 8-9 pieces', 'pinch of dried mint', 'flatbreads, rice or couscous, to serve']	Easy	['Gluten-free', 'Vegetarian']	['Heat 1 tbsp oil in a roughly 22cm ovenproof skillet or frying pan, then add the aubergine slices in a single layer (you’ll need to do this in batches). Cook for 2-3 mins on each side until just golden and softened, adding another 1 tbsp oil between each batch. Transfer to a plate.', 'If the pan is dry, add another 1 tbsp oil. Fry the garlic until sizzling but not coloured. Stir in the tomatoes, harissa, sugar and a pinch of salt. Bubble for a minute, squashing the tomatoes. Remove from the heat and leave to cool slightly.', 'Meanwhile, halve each piece of halloumi (don’t worry if they fall apart). Arrange the aubergine and halloumi slices in overlapping concentric circles on top of the tomato mixture, ensuring there are one or two pieces of halloumi between each aubergine slice. Drizzle with a little more oil and sprinkle with the mint. Cover the pan with foil and bake for 20 mins at 180C/160C fan/gas 4, then remove the foil and bake for a further 5-10 mins until the halloumi has started to brown. Serve with warm flatbreads, rice or couscous.']	https://www.bbcgoodfood.com/recipes/aubergine-halloumi-harissa-skillet-bake
['british']	['dinner', 'snack', 'soup', 'starter', 'supper']	Spicy roasted parsnip soup	['2 tbsp olive oil', '1 tsp coriander seeds', '1 tsp cumin seeds, plus extra to garnish', '½ tsp ground turmeric', '½ tsp mustard seeds', '1 large  onion, cut into 8 chunks', '2 garlic cloves', '675g parsnips, diced', '2 plum tomatoes, quartered  ', '1.2l vegetable stock', '1 tbsp lemon juice']	Easy	['Freezable', 'Vegan', 'Vegetarian']	['Heat oven to 220C/fan 200C/gas 7.', 'In a bowl, mix together 2 tbsp olive oil and 1 tsp coriander seeds, 1 tsp cumin seeds, ½ tsp ground turmeric and ½ tsp mustard seeds.', 'Add 1 large onion, cut into 8 chunks, 2 garlic cloves, 675g parsnips, diced, and 2 quartered plum tomatoes and mix well.', 'Spread over a heavy baking sheet, then roast for 30 mins until tender.', 'Spoon into a food processor or liquidiser with 600ml vegetable stock and process until smooth.', 'Pour into a pan with the remaining 600ml vegetable stock, season, then heat until barely simmering.', 'Remove from the heat and stir in 1 tbsp lemon juice. Garnish with cumin seeds.']	https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup
	['dinner', 'main-course', 'supper']	Slow cooker chilli con carne	['3 tbsp olive oil', '500g beef mince', '1 onion, finely chopped', '1 celery stick, finely chopped', '1 large red pepper, thickly sliced', '2 garlic cloves, finely grated', '2 tsp ground cumin', '1 tsp smoked paprika', '2 tsp dried oregano', '2-3 tbsp chipotle chilli paste', '3 tbsp tomato purée', '400g can chopped tomatoes', '400ml beef stock', '2 x 400g can black beans, drained', '4 small squares dark chocolate', 'tortilla chips or cooked rice and soured cream, to serve']	Easy	['Freezable']	['Set the slow cooker to low. Heat 1½ tbsp oil in a large, non-stick pan over a high heat and fry the mince for 10-12 mins or until evenly browned. Tip into the slow cooker.', 'Heat the remaining oil in the pan. Fry the onion, celery and pepper for 10 mins or until softened. Add the garlic, cumin and paprika and fry for 1 min. Tip into the slow cooker.', 'Stir in the oregano, chipotle paste, tomato purée, tomatoes and stock. Season. Cover and cook for 6-8 hrs.', 'Stir in the beans and chocolate during the final 30 mins of cooking. Serve with a bowl of rice or tortilla chips and a dollop of soured cream.']	https://www.bbcgoodfood.com/recipes/slow-cooker-chilli-con-carne
['moroccan']	['dinner', 'main-course']	Moroccan chicken with sweet potato mash	['1kg sweet potatoes, cubed', '2 tsp ras-el-hanout, or a mix of ground cinnamon and cumin', '4 skinless, boneless chicken breasts', '2 tbsp olive oil', '1 onion, thinly sliced', '1 fat garlic clove, crushed', '200ml chicken stock', '2 tsp clear honey', 'juice ½ lemon', 'handful green olives, pitted or whole', '20g pack coriander, leaves chopped']	Easy	['Healthy']	['Boil the potatoes in salted water for 15 mins or until tender. Mix the ras el hanout with seasoning, then sprinkle all over the chicken. Heat 1 tbsp oil in large frying pan, then brown the chicken for 3 mins on each side until golden.', 'Lift the chicken out of the pan. Add the onion and garlic and cook for 5 mins until softened. Add the stock, honey, lemon juice and olives, return the chicken to the pan, then simmer for 10 mins until the sauce is syrupy and the chicken cooked.', 'Mash the potatoes with 1 tbsp oil and season. Thickly slice each chicken breast and stir the coriander through the sauce. Serve the chicken and sauce over mash.']	https://www.bbcgoodfood.com/recipes/moroccan-chicken-sweet-potato-mash
['mexican']	['dinner', 'main-course']	Chicken & bean enchiladas	['1 tbsp rapeseed oil', '2 red onion, sliced', '2 red peppers, deseeded and sliced', '2 garlic cloves, crushed', '2 tsp chipotle paste (add extra if you prefer more heat)', '2 skinless chicken breasts, cut into thin strips', '400g can black beans or kidney beans', 'small bunch coriander, chopped', '500ml passata', '1 tsp ketchup or sugar', '6 medium tortillas', '50g mature cheddar, grated', 'green salad, to serve']	Easy	[]	['Heat oven to 200C/180C fan/gas 6. Heat the oil in a large frying pan and add the onions, peppers and half the garlic. Cook for 15 mins, stirring now and then until the veg has softened. Stir in the chipotle paste, then fry for 1 min more. Add the chicken strips, turning them over in the mixture so they cook through, about 5-10 mins.', 'Stir in the beans, coriander and 150ml of the passata, then take the pan off the heat. Mix the rest of the passata with the remaining crushed garlic and the ketchup.', 'Divide the mixture between the tortillas, then fold the sides in and roll them up. Pour half the passata sauce into a 22cm square baking dish, then place the enchiladas on top, side by side. Dot over the remaining sauce and sprinkle over the grated cheese, then bake for 25-30 mins until golden brown.']	https://www.bbcgoodfood.com/recipes/chicken-bean-enchiladas
	['dinner', 'main-course', 'supper']	Easy steak pie	['3 tbsp sunflower oil', '1kg  braising steak, diced', '2 onions, roughly chopped', '3 tbsp plain flour', '1 tbsp tomato ketchup', '2 beef stock cubes mixed with 600ml boiling water', '375g sheet of  ready-rolled puff pastry', '1 egg yolk, beaten ']	Easy	['Freezable']	['To make the filling, heat the oven to 160C/140C fan/gas 3. Heat half the oil in a large casserole dish, brown the meat really well in batches, then set aside. Add the onions adding a drizzle more oil, then cook on a low heat for 5 mins until coloured.', 'Scatter over the flour, stirring until the flour turns brown. Tip the meat and any juices back into the pan along with the ketchup and give it all a good stir. Pour over the stock, season, and bring to a simmer then cover with a lid and put in the oven for about 2 hrs, until the meat is tender. The filling can be made up to three days ahead and chilled or frozen for up to three months.', 'To make the pie, heat the oven to 220C/200C fan/gas 7. Tip the filling into a 24-26cm rimmed pie dish and brush the rim of the dish with some yolk. Unravel the pastry, drape over the dish and use a knife to trim and press the edges against the side of the dish. Re-roll your trimmings to make a decoration if you like. Brush the pie heavily with egg yolk. Make a few little slits in the centre of the pie and bake for 40 mins until golden. Leave to stand for a few minutes before serving.']	https://www.bbcgoodfood.com/recipes/easy-steak-pie
	['afternoon-tea', 'treat']	Next level chocolate chip cookies	['125g unsalted butter', '100g plain flour', '100g rye flour', '1 tsp sea salt flakes, plus extra for sprinkling', '1 tsp baking powder', '¼ tsp bicarbonate of soda', '200g light brown soft sugar', '100g golden caster sugar', '1 large egg, plus 2 large yolks', '1 tsp vanilla extract', '200g chocolate, chopped into small chunks (choose dark or milk, or a mixture of the two)']	More effort	['Vegetarian']	['Melt the butter in a small saucepan until sizzling. Watch it carefully – the butter will foam, and, when the foam subsides, it will turn from yellow to a hazelnut brown. At this point, remove from the heat, tip into a bowl and leave to cool. Meanwhile, mix the flours, salt, baking powder and bicarb together in a bowl and set aside.', 'When the butter is cool, tip in the sugars and beat with a wooden spoon to combine. Add the egg, yolks and vanilla and beat together. Scrape the wet mixture into the dry ingredients and stir until it all comes together into a dough. Fold in the chocolate, then chill for at least 3 hrs, or until firm. Will keep chilled for up to 24 hrs.', 'Heat the oven to 180C/160C fan/gas 4. Line two large baking sheets with baking parchment. Separate the dough into 12 pieces, weighing for accuracy if you like. Roll each piece into a ball using your hands, then put six balls on each sheet, leaving space between them for spreading. Bake for 10 mins, then, one sheet at a time, remove from the oven, sprinkle with some sea salt and slam the sheet hard against your work surface.', 'Bake for another 3 mins, then repeat the slamming of the sheet. Bake for 3 mins more. This timing will give you soft cookies, but if you prefer them a bit firmer, cook for a few minutes longer. Leave to cool on the sheets for 10 mins before transferring to a wire rack to cool completely.']	https://www.bbcgoodfood.com/recipes/next-level-chocolate-chip-cookies
	['dinner', 'lunch', 'main-course']	Vegan chickpea curry jacket potatoes	['4 sweet potatoes', '1 tbsp coconut oil', '1 ½ tsp  cumin seeds', '1 large onion, diced', '2 garlic cloves, crushed', 'thumb-sized piece  ginger, finely grated', '1 green chilli, finely chopped', '1 tsp garam masala', '1 tsp ground coriander', '½ tsp turmeric', '2 tbsp tikka masala paste', '2 x 400g can  chopped tomatoes', '2 x 400g can  chickpeas, drained', 'lemon wedges and coriander leaves, to serve']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'High-protein', 'Low calorie', 'Vegan', 'Vegetarian']	['Heat oven to 200C/180C fan/gas 6. Prick the sweet potatoes all over with a fork, then put on a baking tray and roast in the oven for 45 mins or until tender when pierced with a knife.', 'Meanwhile, melt the coconut oil in a large saucepan over medium heat. Add the cumin seeds and fry for 1 min until fragrant, then add the onion and fry for 7-10 mins until softened.', 'Put the garlic, ginger and green chilli into the pan, and cook for 2-3 mins. Add the spices and tikka masala paste and cook for a further 2 mins until fragrant, then tip in the tomatoes. Bring to a simmer, then tip in the chickpeas and cook for a further 20 mins until thickened. Season.', 'Put the roasted sweet potatoes on four plates and cut open lengthways. Spoon over the chickpea curry and squeeze over the lemon wedges. Season, then scatter with coriander before serving.']	https://www.bbcgoodfood.com/recipes/vegan-chickpea-curry-jacket-potato
['french']		Chocolate fondant	"['50g melted butter, for brushing', 'cocoa powder, for dusting', '200g good-quality dark chocolate, chopped into small pieces', '200g butter, in small pieces', '200g golden caster sugar', '4 eggs and 4 yolks', '200g plain flour', ""Caramel sauce (see 'Goes well with') and vanilla ice cream or orange sorbet, to serve""]"	More effort	['Freezable (Can be frozen uncooked)']	['First get your moulds ready. Using upward strokes, heavily brush melted butter (use 50g in total) all over the inside of the pudding mould. Place the mould in the fridge or freezer. Brush more melted butter over the chilled butter, then add a good spoonful of cocoa powder into the mould. Tip the mould so the powder completely coats the butter. Tap any excess cocoa back into the jar, then repeat with the next mould.', 'Place a bowl over a pan of barely simmering water, then slowly melt 200g good-quality dark chocolate and 200g butter, both chopped into small pieces, together. Remove the bowl from the heat and stir until smooth. Leave to cool for about 10 mins.', 'In a separate bowl whisk 4 eggs and 4 egg yolks together with 200g golden caster sugar until thick and pale and the whisk leaves a trail; use an electric whisk if you want. Sift 200g plain flour into the eggs, then beat together.', 'Pour the melted chocolate into the egg mixture in thirds, beating well between each addition, until all the chocolate is added and the mixture is completely combined to a loose cake batter.', 'Tip the fondant batter into a jug, then evenly divide between the moulds. The fondants can now be frozen for up to a month and cooked from frozen. Chill for at least 20 mins or up to the night before. To bake from frozen, simply carry on as stated, adding 5 mins more to the cooking time.', 'Heat oven to 200C/fan 180C/gas 6. Place the fondants on a baking tray, then cook for 10-12 mins until the tops have formed a crust and they are starting to come away from the sides of their moulds. Remove from the oven, then leave to sit for 1 min before turning out.', 'Loosen the fondants by moving the tops very gently so they come away from the sides, easing them out of the moulds. Tip each fondant slightly onto your hand so you know it has come away, then tip back into the mould ready to plate up.', 'Starting from the middle of each plate, squeeze a spiral of caramel sauce – do all the plates you need before you go on to the next stage.', 'Sit a fondant in the middle of each plate. Using a large spoon dipped in hot water, scoop a ‘quenelle’ of ice cream.', 'Carefully place the ice cream on top of the fondant, then serve immediately. Repeat with the rest of the fondants.']	https://www.bbcgoodfood.com/recipes/chocolate-fondant
['italian']	['dinner', 'lunch']	Ravioli lasagne	['oil, for frying', '6 sausages (we used Italian sausages with herbs and fennel)', '2 x 400g cans chopped tomatoes with garlic & basil', '200g baby spinach', '500g spinach & ricotta ravioli (or any flavour you like)', '75g mixture of grated cheddar and mozzarella']	Easy	['Freezable']	['Heat a drizzle of oil in a pan. Squeeze the sausagemeat from the skins and fry until browned, using a wooden spoon to break it up. Add the tomatoes and half a can of water and season. Simmer for 20 mins.', 'Meanwhile, put the spinach in a colander. Pour over boiled water from the kettle to wilt. Leave to cool, then squeeze out as much of the excess water as you can.', 'Heat the oven to 200C/180C fan/gas 6. Spoon a third of the sauce into a medium baking dish (about 18 x 20cm). Top with a third of the spinach and a third of the ravioli, then scatter over some of the cheese. Repeat the layers twice, making sure the final layer of ravioli is nestled into the sauce. Bake for 35-40 mins until bubbling and hot all the way through. Cover if the top starts to get too dark. Will keep in the freezer for up to two months.']	https://www.bbcgoodfood.com/recipes/ravioli-lasagne
