cuisine	types	name	ingredients	difficulty	health_banners
	['lunch', 'soup', 'supper']	Celery soup	['2 tbsp olive oil', '300g celery, sliced, with tough strings removed', '1 garlic clove, peeled', '200g potatoes, peeled and cut into chunks', '500ml vegetable stock', '100ml milk', 'crusty bread, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'Low calorie', 'Low fat', 'Vegetarian']
['british']	['dessert', 'dinner', 'treat']	Homemade apple pie	['1kg Bramley apples', '140g golden caster sugar', '½ tsp cinnamon', '3 tbsp flour', '225g butter, room temperature', '50g golden caster sugar, plus extra', '2 eggs', '350g plain flour, preferably organic', 'softly whipped cream, to serve']	More effort	['Freezable']
	['dinner', 'main-course', 'supper']	Tomato & mascarpone risotto	['2 tbsp olive oil', '1 onion, very finely chopped', '1 large garlic clove, crushed', '175g risotto rice', '400g can cherry tomatoes', '600ml hot vegetable stock', '30g parmesan or vegetarian alternative, grated', '30g mascarpone, or cream cheese', '½ small bunch of basil, chopped']	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	Somerset stew with cheddar & parsley mash	['1 tbsp oil', '1 onion, finely chopped', '1 garlic clove, finely chopped', '1 large carrot, finely chopped', '1 leek, chopped', '1 tbsp tomato purée', '400g can chopped tomato', '200g can butter bean, drained', '400g can flageolet bean, rinsed and drained', '200ml dry cider, or additional stock', '250ml vegetable stock', 'few sprigs thyme, leaves only', 'cheddar & parsley mash (see tip below)', '2 sausages', '1 tsp olive oil per portion']	Easy	['Freezable', 'Healthy', 'Low calorie', 'Vegetarian']
['indian']	['dinner', 'main-course', 'supper']	Spiced salmon with traybaked sag aloo	['1kg floury potatoes, such as Maris Piper, peeled and cut into 2cm chunks', 'olive oil, for roasting', '1 tsp turmeric', '2 tsp ground cumin', '1 tsp chilli flakes', '200g spinach', '1 x 500g salmon fillet', '2 tbsp tandoori or tikka spice paste', '100ml double cream', 'lemon wedge, to serve']	Easy	[]
['british']	['dinner', 'main-course']	Easy chicken casserole	['2 tbsp sunflower oil', '400g boneless, skinless chicken thigh, trimmed and cut into chunks', '1 onion, finely chopped', '3 carrots, finely chopped', '3 celery sticks, finely chopped', '2 thyme sprigs or ½ tsp dried', '1 bay leaf, fresh or dried', '600ml vegetable or chicken stock', '2 x 400g / 14oz cans haricot beans, drained', 'chopped parsley, to serve']	Easy	['Freezable', 'Dairy-free', 'Gluten-free', 'Healthy']
	['dessert', 'snack']	Easy blueberry muffins	['100g unsalted butter softened, plus 1 tbsp, melted, for greasing', '140g golden caster sugar', '2 large eggs', '140g natural yogurt', '1 tsp vanilla extract', '2 tbsp milk', '250g plain flour', '2 tsp baking powder', '1 tsp bicarbonate of soda', '125g pack blueberries (or use frozen)']	Easy	['Freezable', 'Vegetarian']
['indian']	['buffet', 'dinner', 'lunch', 'main-course', 'supper', 'vegetable']	Spicy root & lentil casserole	['2 tbsp sunflower or  vegetable  oil', '1 onion, chopped', '2 garlic clove, crushed', '700g potatoes, peeled and cut into chunks', '4 carrot, thickly sliced', '2 parsnip, thickly sliced', '2 tbsp curry paste  or powder', '1 litre/1¾ pints vegetable stock', '100g red lentils', 'a small bunch of fresh coriander, roughly chopped', 'low-fat yogurt  and naan bread, to serve']	Easy	['Healthy', 'Vegetarian']
['moroccan']	['dinner', 'lunch', 'main-course', 'soup']	Red lentil, chickpea & chilli soup	['2 tsp cumin seeds', 'large pinch chilli flakes', '1 tbsp olive oil', '1 red onion, chopped', '140g red split lentils', '850ml vegetable stock or water', '400g can tomatoes, whole or chopped', '200g can chickpeas or ½ a can, drained and rinsed (freeze leftovers)', 'small bunch coriander, roughly chopped (save a few leaves, to serve)', '4 tbsp 0% Greek yogurt, to serve']	Easy	['Freezable', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Sausage, kale & gnocchi one-pot	['1 tbsp olive oil', '6 pork sausages', '1 tsp chilli flakes', '1 tsp fennel seeds (optional)', '500g fresh gnocchi', '500ml chicken stock (fresh if you can get it)', '100g chopped kale', '40g parmesan, finely grated']	Easy	[]
['french']	['breakfast', 'brunch', 'buffet', 'dessert', 'dinner', 'lunch', 'main-course', 'snack', 'supper']	Perfect pancakes recipe	['100g plain flour', '2 eggs', '300ml semi-skimmed milk', '1 tbsp sunflower oil  or vegetable, plus extra for frying', 'pinch salt']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Vegetarian']
['british']	['dinner', 'side-dish']	Ultimate roast potatoes	['1kg Maris Piper potatoes', '100g duck or goose fat (for a luxurious taste), or 100ml/3½fl oz olive oil ', '2 tsp flour', 'sea salt flakes, to serve']	Easy	[]
	['dinner', 'main-course', 'supper']	Curried cod	['1 tbsp oil', '1 onion, chopped', '2 tbsp medium curry powder', 'thumb-sized piece ginger, peeled and finely grated', '3 garlic cloves, crushed', '2 x 400g cans chopped tomatoes', '400g can chickpeas', '4 cod fillets (about 125-150g each)', 'zest 1 lemon, then cut into wedges', 'handful coriander, roughly chopped']	Easy	['Healthy']
	['dinner', 'main-course']	Enchilada pie	['1 tbsp vegetable oil or rapeseed oil', '2 peppers, any colour you like, sliced', '1 red onion, halved and sliced', '400g can mixed beans, drained', '2 tsp - 2 tbsp fajita spice mix (depending on how spicy you like it)', '400g can chopped tomatoes', 'small bunch coriander, chopped', '4 corn tortillas', '100g low-fat soured cream', '30g grated cheddar']	Easy	['Freezable', 'Vegetarian']
	['afternoon-tea', 'dessert', 'treat']	Easy millionaire’s shortbread	['250g plain flour', '75g caster sugar', '175g butter, softened', '100g butter or margarine', '100g light muscovado sugar', '397g can condensed milk', '200g plain or milk chocolate, broken into pieces']	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	No-fuss shepherd's pie	['1 tbsp sunflower oil', '1 large onion, chopped', '2-3 medium carrots, chopped', '500g pack lamb mince', '2 tbsp tomato purée', 'large splash Worcestershire sauce', '500ml beef stock', '900g potatoes, cut into chunks', '85g butter', '3 tbsp milk']	Easy	['Freezable (Freeze once assembled)']
	['dinner', 'lunch', 'main-course', 'supper']	Vegan chilli	['3 tbsp olive oil', '2 sweet potatoes, peeled and cut into medium chunks ', '2 tsp smoked paprika', '2 tsp ground cumin', '1 onion, chopped ', '2 carrots, chopped ', '2 celery sticks, chopped', '2 garlic cloves, crushed', '1-2 tsp chilli powder (depending on how hot you like it)', '1 tsp dried oregano', '1 tbsp tomato purée', '1 red pepper, cut into chunks ', '2 x 400g cans chopped tomatoes', '400g can black beans, drained ', '400g can kidney beans, drained ', 'lime wedges, guacamole, rice and coriander to serve ']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'High-fibre', 'Vegan', 'Vegetarian']
['mediterranean']	['lunch', 'main-course']	10-minute couscous salad	['100g couscous', '200ml hot low salt vegetable stock (from a cube is fine)', '2 spring onions', '1 red pepper', '½ cucumber', '50g feta cheese, cubed ', '2tbsp pesto', '2tbsp pine nuts']	Easy	['Vegetarian']
['american']	['breakfast', 'brunch', 'snack', 'supper', 'treat']	American blueberry pancakes	['200g self-raising flour', '1 tsp baking powder', '1 egg', '300ml milk', 'knob  butter', '150g pack blueberry', 'sunflower oil  or a little butter for cooking', 'golden or  maple syrup']	Easy	['Easily doubled', 'Easily halved', 'Freezable', 'Healthy', 'Vegetarian']
	['dinner', 'main-course']	Slow-cooked pork, cider & sage hotpot	['4 tbsp olive oil, plus a little extra', '1kg diced pork shoulder', '20g butter, cubed, plus a little extra', '4 leeks, trimmed and thickly sliced', '4 garlic cloves, crushed', '3 tbsp plain flour', '500ml dry cider', '400ml chicken stock', '2 bay leaves', '½ small bunch parsley, finely chopped', 'small bunch sage, leaves picked, 5 left whole, the rest chopped', '200ml single cream', '400g Maris Piper or King Edward potatoes', '400g sweet potatoes']	More effort	['Freezable']
	['afternoon-tea', 'dessert', 'treat']	Best chewy chocolate chip cookies	['150g butter, softened', '150g soft brown sugar, golden caster sugar, or ideally half of each', '1 egg', '1 tsp vanilla extract', '180-200g  plain flour (see tip below)', '½ tsp  baking powder', '200g chocolate chips or chopped chocolate']	Easy	['Freezable', 'Vegetarian']
['indian']	['dinner', 'main-course', 'supper']	Beef curry	['2 tbsp oil', '500g diced braising steak', '1 tbsp butter', '1 large onion, chopped', '2 garlic cloves, crushed', '1 thumb sized piece of ginger, finely grated', '¼ tsp hot chilli powder', '1 tsp turmeric', '2 tsp ground coriander', '3 cardamom pods, crushed ', '400g can chopped tomatoes', '300ml beef stock', '1 tsp sugar', '2 tsp garam masala', '2 tbsp double cream (optional)', '½ small bunch coriander, roughly chopped ', 'naan bread or rice, to serve']	Easy	[]
['british']	['lunch', 'soup']	Butternut squash soup	['1 butternut squash, about 1kg, peeled and deseeded', '2 tbsp olive oil', '1 tbsp butter', '2 onions, diced', '1 garlic clove, thinly sliced', '2 mild red chillies, deseeded and finely chopped', '850ml hot vegetable stock', '4 tbsp crème fraîche, plus more to serve']	Easy	['Freezable', 'Vegetarian']
['indian']	['buffet', 'dinner', 'lunch', 'main-course', 'snack', 'supper']	Chicken biryani	['300g basmati rice', '25g butter', '1 large onion, finely sliced', '1 bay leaf', '3 cardamom pods', 'small  cinnamon stick', '1 tsp turmeric', '4 skinless chicken breasts, cut into large chunks', '4 tbsp balti curry paste', '85g raisins', '850ml chicken stock', '30g coriander, ½ chopped, ½ leaves picked and 2 tbsp toasted flaked almonds, to serve']	Easy	['Easily halved']
['british']	['dessert', 'treat']	The best apple crumble	['575g Bramley apple (3 medium apples), peeled, cored and sliced to 1cm thick', '2 tbsp golden caster sugar', '175g plain flour', '110g golden caster sugar', '110g cold butter', '1 tbsp rolled oats', '1 tbsp demerara sugar', 'double cream, clotted cream or custard, to serve']	Easy	[]
['italian']	['dinner', 'main-course']	Butternut squash & sage risotto	['1kg butternut squash, peeled and cut into bite-size chunks', '3 tbsp olive oil', 'bunch of sage, leaves picked, half roughly chopped, half left whole', '1½l vegetable stock', '50g butter', '1 onion, finely chopped', '300g risotto rice  (we used arborio)', '1 small glass  white wine', '50g parmesan or vegetarian alternative, finely grated']	Easy	['Vegetarian']
['italian']	['dinner', 'main-course']	Butternut squash & sage risotto	['1kg butternut squash, peeled and cut into bite-size chunks', '3 tbsp olive oil', 'bunch of sage, leaves picked, half roughly chopped, half left whole', '1½l vegetable stock', '50g butter', '1 onion, finely chopped', '300g risotto rice  (we used arborio)', '1 small glass  white wine', '50g parmesan or vegetarian alternative, finely grated']	Easy	['Vegetarian']
	['dinner', 'lunch', 'soup']	Spiced lentil & butternut squash soup	['2 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, crushed', '¼ tsp hot chilli powder', '1 tbsp ras el hanout', '1 butternut squash, peeled and cut into 2cm pieces', '100g red lentils', '1l hot vegetable stock', '1 small bunch coriander, leaves chopped, plus extra to serve', 'dukkah (see tip) and natural yogurt, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
['american']	['dessert', 'dinner']	New York cheesecake	['85g butter, plus extra for tin', '140g digestive biscuits, made into fine crumbs (add 2 extra biscuits if you like a thicker base)', '1 tbsp sugar, granulated or golden caster', '900g Philadelphia cheese, or other full-fat soft cheese', '250g golden caster sugar', '3 tbsp plain flour', '1 ½ tsp vanilla extract', 'finely grated zest of 1 lemon (about 2 tsp)', '1 ½ tsp lemon juice', '3 large eggs, plus 1 yolk', '284ml carton soured cream', '142ml carton soured cream', '1 tbsp golden caster sugar', '2 tsp lemon juice']	Easy	['Freezable']
['british']	['lunch', 'soup']	Versatile veg soup	['200g chopped  vegetables such as onions, celery and carrots', '300g potatoes,  cubed', '1 tbsp oil', '700ml stock', 'crème fraîche and fresh herbs, to serve']	Easy	['Freezable', 'Healthy', 'Vegetarian']
['british']	['dinner', 'lunch', 'main-course', 'supper']	Veggie shepherd's pie with sweet potato mash	['1 tbsp olive oil', '1 large onion, halved and sliced', '2 large carrots (500g/1lb 2oz in total), cut into sugar-cube size pieces', '2 tbsp thyme chopped', '200ml red wine', '400g can chopped tomatoes', '2 vegetable stock cubes', '410g can green lentils', '950g sweet potatoes, peeled and cut into chunks', '25g butter', '85g vegetarian mature cheddar, grated  ']	Easy	['Easily halved', 'Freezable', 'Vegetarian']
	['dinner']	Pasta with salmon & peas	['240g wholewheat fusilli', 'knob of butter', '1 large shallot, finely chopped', '140g frozen peas', '2 skinless salmon fillets, cut into chunks', '140g low-fat crème fraîche', '½ low-salt vegetable stock cube', 'small bunch of chives, snipped']	Easy	[]
	['dessert', 'treat']	Microwave mug cake	['4 tbsp self-raising flour', '4 tbsp caster sugar', '2 tbsp cocoa powder', '1 medium egg', '3 tbsp milk', '3 tbsp vegetable oil or sunflower oil', 'a few drops of vanilla essence or other essence (orange or peppermint work well)', '2 tbsp chocolate chips, nuts, or raisins etc (optional)']	Easy	['Vegetarian']
	['breakfast', 'brunch']	Banana oat pancakes	['125ml oat milk', '2 eggs, separated', '1 small banana', '100g rolled oats', '2 tsp baking powder', 'few drops of vanilla extract', 'oil,  we used avocado oil spray', 'low-fat yogurt and fruit to top']	Easy	['Dairy-free', 'Healthy', 'Vegetarian']
['spanish']	['dinner', 'main-course', 'supper']	Chicken & chorizo paella	['1 tbsp olive oil', '2 chicken breasts fillets, cut into chunks', '2 small onions, finely sliced', '1 fat garlic clove, crushed', '140g cooking chorizo, sliced', '1 tsp turmeric', 'pinch of saffron', '1 tsp paprika', '300g paella rice', '850ml hot  chicken or vegetable stock', '200g frozen peas', '1 lemon, cut into wedges, to serve', '½ small bunch of  parsley, finely chopped, to serve']	Easy	[]
	['dinner', 'main-course', 'supper']	Creamy chicken stew	['3 leeks, halved and finely sliced', '2 tbsp olive oil, plus extra if needed', '1 tbsp butter', '8 small chicken thighs', '500ml chicken stock', '1 tbsp Dijon mustard', '75g crème fraîche', '200g frozen peas', '3 tbsp dried or fresh breadcrumbs', 'small bunch of parsley, finely chopped']	Easy	['Freezable', 'High-protein', 'Low carb']
	['dinner', 'main-course']	Easy chicken curry	['2 tbsp sunflower oil', '1 onion, thinly sliced', '2 garlic cloves, crushed', 'thumb-sized piece of ginger, grated', '6 chicken thighs, boneless and skinless', '3 tbsp medium spice paste (tikka works well)', '400g can chopped tomatoes', '100g Greek yogurt', '1 small bunch of coriander, leaves chopped', '50g ground almonds', 'naan breads or cooked basmati rice, to serve']	Easy	['Gluten-free']
['british']	['main-course']	Classic roast chicken & gravy	['1 onion, roughly chopped', '2 carrots, roughly chopped', '1 free range chicken, about 1.5kg/3lb 5oz', '1 lemon, halved', 'small bunch thyme  (optional)', '25g butter, softened', '1 tbsp plain flour', '250ml chicken stock (a cube is fine)']	Easy	[]
	['dinner', 'main-course']	Beef stroganoff	['1 tbsp olive oil', '1 onion, sliced ', '1 clove of  garlic', '1 tbsp butter', '250g mushrooms, sliced', '1 tbsp plain flour', '500g fillet steak, sliced', '150g crème fraîche', '1 tsp English mustard', '100ml beef stock', '½ small pack of parsley, chopped  ']	Easy	[]
	['afternoon-tea', 'dessert', 'treat']	Oat biscuits	['75g wholemeal flour', '1 tsp baking powder', '75g porridge oats', '50g caster sugar', '75g butter', '1 tbsp golden syrup', '2 tbsp milk']	Easy	['Vegetarian']
	['dessert']	Lemon cheesecake	['110g digestive biscuits', '50g butter', '25g light brown soft sugar', '350g mascarpone', '75g caster sugar', '1 lemon, zested', '2-3 lemons, juiced (about 90ml)']	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	Pasta with tomato & hidden veg sauce	['1 tsp olive oil', '1 large onion, chopped', '2 celery sticks, chopped', '2 carrots, chopped', '1 leek, chopped', '2 peppers, deseeded and chopped', '2 cans chopped tomatoes with garlic', '1 tbsp each caster sugar and balsamic vinegar', '300g dried pasta shapes', 'parmesan, shaved, and rocket, to serve (optional)']	Easy	['Freezable (Freeze sauce only)', 'Healthy', 'Vegetarian']
['japanese']	['main-course']	Teriyaki salmon parcels	['2 tbsp low-salt soy sauce', '1 tbsp clear honey', '1 garlic clove, finely chopped', '1 tbsp mirin (optional)', 'a little sunflower oil', '300g long-stem broccoli', '4 x 100g salmon fillets', '1 small piece of ginger, cut into matchsticks ', 'a little sesame oil (optional)', 'sliced spring onions, toasted sesame seeds and cooked rice, to serve']	Easy	['Freezable', 'Healthy']
	['dinner', 'lunch', 'soup', 'supper']	Carrot & coriander soup	['1 tbsp vegetable oil', '1 onion, chopped', '1 tsp ground coriander', '1 potato, chopped', '450g carrots, peeled and chopped', '1.2l vegetable or chicken stock', 'handful coriander (about ½ a supermarket packet)']	Easy	['Freezable', 'Vegetarian']
['indian']	['dinner', 'main-course']	Chicken balti	['450g skinless, boneless chicken breast, cut into bite-sized pieces', '1 tbsp lime juice', '1 tsp paprika', '¼ tsp hot chilli powder', '1½ tbsp sunflower or groundnut oil', '1 cinnamon stick', '3 cardamom pods, split', '1 small to medium green chilli', '½ tsp cumin seed', '1 medium onion, coarsely grated', '2 garlic cloves, very finely chopped', '2½ cm-piece ginger, grated', '½ tsp turmeric', '1 tsp ground cumin', '1 tsp ground coriander', '1 tsp garam masala', '250ml organic passata', '1 red pepper, deseeded, cut into small chunks', '1 medium tomato, chopped', '85g baby spinach leaves', 'handful fresh coriander, chopped', 'chapatis or basmati rice, to serve (optional)']	Easy	['Freezable', 'Healthy']
	['afternoon-tea', 'breakfast', 'treat']	Easy banana muffins	['250g self-raising flour', '1 tsp baking powder', '½ tsp bicarbonate of soda', '110g caster sugar', '75g butter, melted', '1 tsp vanilla extract', '2 eggs', '2 large ripe bananas, mashed', '125ml buttermilk (or add 1 tsp of lemon juice to milk and leave for 20 mins)', '50g pecans, chopped, plus extra to decorate (optional) ']	Easy	['Vegetarian']
	['afternoon-tea', 'dessert', 'treat']	Vegan lemon cake	['100ml vegetable oil, plus extra for the tin', '275g self-raising flour', '200g golden caster sugar', '1 tsp baking powder', '1 lemon, zested, 1/2 juiced', '150g icing sugar', '½ lemon, juiced']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
['italian']	['main-course']	Amatriciana chicken traybake	['1 long red chilli', '3 tbsp tomato purée', '3 tbsp olive oil', '3 garlic cloves', '8 skinless chicken thighs', '500g new potato', '4 thyme sprigs', '140g cubetti di pancetta (or smoked bacon lardons)', '400g tomato, half cherry or baby plum, the rest is up to you - any larger ones halved', 'green salad and bread, to serve (optional)']	Easy	['Gluten-free']
['italian']	['dinner', 'lunch', 'main-course', 'pasta', 'starter', 'supper']	Quick seafood linguine	['1 tbsp olive oil', '1 onion, chopped', '1 garlic clove, chopped', '1 tsp paprika', '400g can chopped tomatoes', '1l chicken stock  (from a cube is fine)', '300g linguine or spaghetti, roughly broken', '240g frozen seafood mix, defrosted', 'handful of parsley  leaves, chopped, and lemon wedges, to serve']	Easy	[]
['mexican']	['dinner', 'lunch', 'main-course']	Chicken enchiladas	['3 tbsp olive oil', '2 red onions, sliced', '2 red peppers, sliced', '3 red chillies, 2 deseeded and chopped, 1 sliced', 'small bunch coriander, stalks finely chopped, leaves roughly chopped - plus extra to serve (optional)', '2 garlic cloves, crushed', '1 tbsp ground coriander', '1 tbsp cumin seeds', '6 skinless chicken breasts, cut into small chunks', '415g can refried beans (we used Discovery)', '198g can sweetcorn, drained', '700ml bottle passata', '1 tsp golden caster sugar', '10 tortillas', '2 x 142ml pots soured cream', '200g cheddar, grated']	Easy	['Freezable']
['indian']	['dinner', 'main-course', 'vegetable']	Coconut & squash dhansak	['1 tbsp vegetable oil', '500g butternut squash (about 1 small squash), peeled and chopped into bite-sized chunks (or buy a pack of ready-prepared to save time), see tip, below left', '100g frozen chopped onions', '4 heaped tbsp mild curry paste (we used korma)', '400g can chopped tomatoes', '400g can light coconut milk', 'mini naan bread, to serve', '400g can  lentils, drained', '200g bag baby spinach', '150ml coconut yogurt (we used Rachel’s Organic), plus extra to serve']	Easy	['Vegetarian']
['british']	['dinner', 'main-course']	Spicy meatballs with chilli black beans	['1 red onion, halved and sliced', '2 garlic cloves, sliced', '1 large yellow pepper, quartered, deseeded and diced', '1 tsp ground cumin', '2-3 tsp chipotle chilli paste', '300ml reduced-salt chicken stock', '400g can cherry tomatoes', '400g can black beans or red kidney beans, drained', '1 avocado, stoned, peeled and chopped', 'juice ½ lime', '500g pack turkey breast mince', '50g porridge oats', '2 spring onions, finely chopped', '1 tsp ground cumin', '1 tsp coriander', 'small bunch coriander, chopped, stalks and leaves kept separate', '1 tsp rapeseed oil']	More effort	['Freezable (without avocado)', 'Healthy', 'High-protein']
['italian']	['dinner']	Chilli prawn linguine	['280g linguine pasta', '200g sugar snap peas, trimmed', '2 tbsp olive oil', '2 large garlic cloves, finely chopped', '1 large  red chilli, deseeded and finely chopped', '24 raw king prawns, peeled', '12 cherry tomatoes, halved', 'a handful of  fresh basil leaves', 'mixed salad leaves and crusty white bread, to serve', '2 tbsp virtually fat-free fromage frais', ' grated zest and juice of 2 limes', '2 tsp golden caster sugar']	Easy	['Healthy', 'Low fat', 'Low sugar']
	['lunch', 'soup', 'starter']	Lentil soup	['2l vegetable or ham stock', '150g red lentils', '6 carrots, finely chopped', '2 medium leeks, sliced (about 300g)', 'small handful of chopped  parsley, to serve']	Easy	['Easily doubled', 'Healthy', 'Low calorie', 'Vegetarian']
['british']	['dinner', 'soup', 'starter']	Broccoli & stilton soup	['2 tbsp rapeseed oil', '1 onion, finely chopped', '1 stick  celery, sliced', '1 leek, sliced', '1 medium potato, diced', '1 knob butter', '1l low salt or homemade chicken or vegetable stock', '1 head  broccoli, roughly chopped', '140g stilton, or other blue cheese, crumbled']	Easy	[]
	['afternoon-tea', 'treat']	Ginger biscuits	['100g salted butter,  cubed', '75g light brown soft sugar', '1 tbsp grated fresh ginger', '100g golden syrup', '250g self-raising flour', '1½ tbsp ground ginger', '1 tsp bicarbonate of soda', '1 small egg yolk, beaten ']	Easy	['Freezable (Dough only)', 'Vegetarian']
['american']	['afternoon-tea', 'buffet', 'dessert', 'treat']	Chocolate brownie cake	['100g butter', '125g caster sugar', '75g light brown or muscovado sugar', '125g plain chocolate (plain or milk)', '1 tbsp golden syrup', '2 eggs', '1 tsp vanilla extract/essence', '100g plain flour', '½ tsp baking powder', '2 tbsp cocoa powder']	Easy	[]
	['dinner', 'main-course']	Easy teriyaki chicken	['2 tbsp toasted sesame oil', '6 skinless and boneless chicken thighs, sliced', '2 large garlic cloves, crushed', '1 thumb-sized piece ginger, grated', '50g runny honey', '30ml light soy sauce', '1 tbsp rice wine vinegar', '1 tbsp sesame seeds, to serve ', '4 spring onions, shredded, to serve ', 'sticky rice, to serve ', 'steamed bok choi or spring greens, to serve']	Easy	[]
['french']	['dinner', 'main-course']	One-pot chicken chasseur	['1 tsp  olive oil', '25g butter', '4 chicken legs', '1  onion, chopped', '2 garlic cloves, crushed', '200g pack small  button or chestnut mushrooms', '225ml red wine', '2 tbsp tomato purée', '2  thyme sprigs', '500ml chicken stock']	Easy	['Freezable']
	['dinner', 'main-course']	Roasted aubergine & tomato curry	['600g aubergine, or baby aubergines sliced into rounds', '3 tbsp olive oil', '2 onions, finely sliced', '2 garlic cloves, crushed', '1 tsp garam masala', '1 tsp turmeric', '1 tsp ground coriander', '400ml can chopped tomatoes', '400ml can coconut milk', 'pinch of  sugar (optional)', '½ small pack coriander, roughly chopped', 'rice or chapatis, to serve']	Easy	['Freezable', 'Vegan', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Piri-piri chicken with smashed sweet potatoes & broccoli	['3 large sweet potatoes (about 900g), peeled and cut into large chunks', 'oil, for drizzling', '6-8 chicken thighs, skin left on', '2 red onions, cut into wedges', '25g sachet piri-piri spice mix (or a mild version, if you like)', '300g long-stem broccoli']	Easy	[]
	['dinner', 'main-course']	Teriyaki salmon	['2 skinless salmon fillets', '1 tbsp sweet chilli sauce', '1 tbsp honey', '1 tsp sesame oil', '1 tbsp mirin or dry sherry', '2 tbsp soy sauce', '2 tsp finely grated ginger', 'brown rice or noodles, to serve (optional)', '2 large  pak choi (about 250g)', '2 tsp vegetable oil', '2 tsp sesame oil', '3 garlic cloves, grated', '75ml fish or vegetable stock', '2 tsp toasted sesame seeds, for sprinkling']	Easy	[]
	['dinner']	Pulled chicken & black bean chilli	['2 tbsp sunflower oil', '2 onions, sliced', '4 boneless, skinless chicken thighs', '3 garlic cloves, finely chopped', '1 tbsp oregano', '1 tsp cumin seeds', '3 tbsp chipotle in adobo or 1 tsp chipotle paste', '350g passata', '1⁄2 chicken stock shot or cube', '400g can black beans, drained but not rinsed', '1⁄2 lime, juiced', 'cooked rice or tortillas, coriander, feta, lime wedges and chopped red onion, to serve (optional)']	Easy	['Freezable']
	['afternoon-tea', 'treat']	Shortbread biscuits	['150g plain flour, plus extra for dusting', '100g butter, chilled and cubed', '50g caster sugar, plus 1 tbsp for sprinkling']	Easy	['Freezable', 'Vegetarian']
['british']	['dinner', 'main-course']	Nut roast	['1 tbsp olive oil', '15g butter', '1 large onion, finely chopped', '2 sticks celery, finely chopped', '2 garlic cloves, finely chopped', '200g chestnut mushrooms, finely chopped', '1 red pepper, halved, deseeded and finely diced', '1 large carrot, grated', '1 tsp dried oregano', '1 tsp smoked paprika', '100g red lentils', '2 tbsp tomato purée', '300ml vegetable stock', '100g fresh breadcrumbs', '150g mixed nuts such as walnuts, pecans, hazelnuts and Brazil nuts, roughly chopped', '3 large eggs, lightly beaten', '100g mature cheddar, grated', 'handful flat-leaf parsley, finely chopped', '2 tbsp extra virgin olive oil', '2 garlic cloves, finely sliced', '1 sprig rosemary', '400ml passata']	Easy	['Freezable', 'Vegetarian']
['british']	['snack', 'treat']	Unbelievably easy mince pies	['225g cold butter, diced', '350g plain flour', '100g golden caster sugar', '280g mincemeat', '1 small egg, beaten', 'icing sugar, to dust']	Easy	['Freezable (uncooked)']
['indian']	['dinner', 'main-course']	Coconut chicken curry	['1 tbsp sunflower oil', '2 tsp mild curry paste', '2 large boneless, skinless chicken breasts, cut into bite-size pieces', '2 medium-sized sweet potatoes, peeled and cut into bite-size pieces', '4 tbsp red split lentils', '300ml chicken stock', '400ml can coconut milk', '175g frozen peas']	Easy	[]
['british']	['afternoon-tea', 'dessert', 'dinner', 'treat']	Strawberry cheesecake in 4 easy steps	['250g digestive biscuits', '100g butter, melted', '1 vanilla pod', '600g full fat soft cheese', '100g icing sugar', '284ml pot of double cream', '400g punnet of strawberries, halved ', '25g icing sugar']	Easy	[]
	['dinner', 'fish-course', 'main-course', 'supper']	Sesame salmon, purple sprouting broccoli & sweet potato mash	"['1 ½ tbsp sesame oil', '1 tbsp low-salt soy sauce', 'thumb-sized piece ginger, grated', '1 garlic clove, crushed', '1 tsp honey', '2 sweet potatoes, scrubbed and cut into wedges', '1 lime, cut into wedges', '2 boneless skinless salmon fillets', '250g purple sprouting broccoli', '1 tbsp sesame seeds', ""1 red chilli, thinly sliced (deseeded if you don't like it too hot)""]"	Easy	['Healthy', 'High-protein']
['british']	['main-course']	Easy pancakes	['100g plain flour', '2 large eggs', '300ml milk', '1 tbsp sunflower or vegetable oil, plus a little extra for frying', 'lemon wedges to serve (optional)', 'caster sugar to serve (optional)']	Easy	['Freezable', 'Healthy']
['british']	['afternoon-tea', 'dessert', 'treat']	Salted caramel brownies	['200g unsalted butter, plus a little extra for greasing', '100g chocolate, 70% cocoa solids', '100g chocolate, 50% cocoa solids', '397g can caramel', '1 tsp flaky sea salt, plus a little extra for the top', '200g golden caster sugar', '4 medium eggs, at room temperature', '130g plain flour', '50g cocoa powder']	Easy	['Freezable']
