cuisine	types	name	ingredients	difficulty	health_banners
	['dinner', 'main-course', 'vegetable']	Cranberry & lentil bake	['25g dried cranberries', '1 tbsp red wine', '125g cooked puy lentils', '2 tsp olive oil', '½ onion, finely chopped', '½ garlic clove, crushed or finely grated', '1 tbsp chopped sage', '½ tbsp chopped parsley', '¼ tsp smoked paprika', 'pinch ground cloves', '1 tsp tomato purée', '1 tsp soy sauce', '1 tsp cornflour']	Easy	['Freezable', 'Vegan', 'Vegetarian']
	['dessert']	Royal icing	['3 egg whites', '600g icing sugar', '1 tsp liquid glucose', '1 tsp lemon juice']	Easy	['Gluten-free', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Creamy lentil & veggie curry	['2 tbsp rapeseed oil', '1 onion, chopped', '1 tsp ground cumin', '1 tbsp Madras curry powder', '200g red lentils', '2 sweet potatoes, peeled and cut into cubes', '1l veg stock', '400g canned peeled cherry tomatoes', '200g green beans, trimmed and cut into short lengths', '4 tbsp Greek yogurt plus more for the top if you like', '½ small bunch coriander, chopped', '¼ cucumber,  finely chopped (optional)', 'naan bread and rice to serve']	Easy	['Freezable', 'Vegetarian']
['british']	['buffet', 'dinner', 'main-course', 'supper']	The ultimate makeover: Chicken caesar salad	"['1 ½ tbsp lemon juice', '1 tbsp olive oil', '2 tsp fresh thyme leaves, plus a few sprigs', '1 garlic clove, bashed to bruise', '4 organic/free-range skinless boneless chicken breast fillets, about 140g/5oz each', '100g rustic granary bread', '2 tbsp olive oil', '1 garlic clove, finely chopped', '1 tsp Dijon mustard', '½ tsp Worcestershire sauce', '1 tbsp lemon juice, plus extra for squeezing', 'good pinch chilli flakes', '4 anchovies  fillets, finely chopped', ""3 tbsp good-quality mayonnaise  (we used Hellman's)"", '4 tbsp fat-free yogurt', '1 head romaine or Cos lettuce, leaves separated, washed and dried', '100g bag rocket  or watercress', '25g piece parmesan, shaved with a potato peeler']"	Easy	['Easily halved', 'Healthy']
	['main-course', 'soup', 'supper']	Warming chicken noodle soup	"['4 boneless skinless chicken breasts', ""60ml sake (if you don't have sake, use vodka)"", 'thumb-sized piece ginger, peeled and sliced into matchsticks', '3 spring onions, finely sliced on the diagonal, and white and green parts separated', '150ml soy sauce', '4 tsp sesame oil', '2 garlic cloves, grated', '600g thick white noodles (such as udon)', '2 large long red Serrano chillies, seeds left in and sliced on the diagonal', '1 large egg, beaten', 'small pack coriander', '2 tbsp toasted sesame seeds', 'seaweed flakes, to serve (optional)']"	Easy	[]
['english']	['afternoon-tea', 'dessert', 'snack']	Cherry oat squares with chocolate drizzle	['140g butter, melted, plus extra butter for the tin', '100g self-raising flour', '175g caster sugar', '175g porridge oat', '1 egg, beaten', '100g glacé cherry, halved', '50g dark chocolate']	Easy	[]
['mexican']	['main-course']	Sweet potato & black bean chilli with zesty quinoa	"['1 tbsp rapeseed oil', '2 sweet potatoes, peeled and cut into 1 in cubes', '1 onion, chopped', '2 fat garlic cloves crushed', ""1 red chilli, seeds removed if you don't like it too hot, and finely chopped"", 'small bunch  coriander, stalks finely chopped, leaves roughly chopped (keep them separate)', '2 tsp ground coriander', '2 tsp ground cumin', '2 tsp smoked paprika', '2 tsp chipotle paste (ensure you use a gluten-free variety)', '1 heaped tsp vegan-friendly  yeast extract', '2 x 400g cans  chopped tomato', '400g can  black bean', '140g quinoa, cooked according to pack instructions, or 250g pack ready-cooked quinoa (we used Merchant Gourmet red and white quinoa)', 'zest and juice 1  lime', '1 tbsp pumpkin seed', '1 ripe avocado, peeled and cubed']"	Easy	['Freezable (chilli only)', 'Gluten-free', 'Vegan', 'Vegetarian']
['british']	['afternoon-tea', 'treat']	Ultimate scones	['225g self-raising flour, preferably organic', '¼ tsp salt', '50g slightly salted butter, chilled, cut in small pieces', '25g golden caster sugar', '125ml buttermilk', '4 tbsp full-fat milk', 'a little extra flour  for dusting', 'strawberry  jam and clotted cream, to serve']	Easy	['Freezable (Freeze only after baking)']
	['breakfast', 'brunch']	Vegan French toast	['3 tbsp maple syrup', '150g blueberries', '2 tbsp gram flour', '2 tbsp ground almonds', '2 tsp cinnamon', '200ml oat milk or rice milk', '1 tbsp golden caster sugar', '1 tsp vanilla extract', '6 slices of thick white bread', 'grapeseed oil, for frying', 'icing sugar, for dusting']	Easy	['Vegan', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Salmon salad with sesame dressing	['250g new potatoes, sliced', '160g French beans, trimmed', '2 wild salmon fillets', '80g salad leaves', '4 small clementines, 3 sliced, 1 juiced ', 'handful of basil, chopped', 'handful of  coriander, chopped ', '2 tsp sesame oil', '2 tsp tamari', '½ lemon, juiced', '1 red chilli, deseeded and chopped', '2 tbsp finely chopped onion (¼ small onion)']	Easy	['Gluten-free', 'Healthy']
	['snack', 'starter']	Classic guacamole	['1⁄4 red onion', '2 ripe tomatoes', 'a few coriander sprigs', '2 green jalapeños', '2 ripe avocados, halved', '1 lime, juiced', 'tortilla chips, to serve']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['indian']	['dinner', 'main-course']	Beef & beetroot curry	['750g raw  beetroot, stalks trimmed to 1cm', 'finger-length piece ginger, chopped', '3 garlic cloves', '1 whole red chilli, seeds and all', 'small bunch coriander, ½ leaves reserved to serve, remaining leaves and stalks roughly chopped', '6 cardamom pods', '2 tbsp tomato paste', '2 tbsp treacle', '2 tbsp ground cumin', '1 tbsp ground coriander', '2 tsp fennel seed', '¼ tsp ground  cloves', '3 tbsp sunflower oil', '1 ½kg British feather blade beef (or other stewing beef), cut into big chunks', '2 onions, chopped', '2 beef stock cubes', '2 tsp garam masala', 'naan bread, basmati rice and raita or natural yogurt, to serve']	Easy	['Freezable']
['north-african']	['dinner', 'main-course']	Harissa chicken traybake with peppers & feta	['2 tbsp harissa paste', '1 tbsp red wine vinegar', '500g boneless, skinless chicken thigh', '2 red onions, cut into quarters', '2 large roasted peppers from a jar, cut into chunky pieces', '100g feta cheese', '50g pine nut, toasted', '200g couscous, cooked following pack instructions, to serve']	Easy	[]
['british']	['dessert', 'dinner']	Dark chocolate torte	['200g unsalted butter', '200g bar dark chocolate, 70% cocoa, chopped', '4 large eggs', '200g golden caster sugar', '50g plain flour', '50g ground almonds', 'cocoa powder, for dusting']	Easy	['Freezable']
	['dessert']	Salted caramel cheesecake	['50g butter, melted, plus extra for the tin', '200g chocolate digestives', '750g (3 tubs) cream cheese', '300g caramel sauce (dulce de leche) from a tin or jar', '1 tsp vanilla extract', '150g golden caster sugar', '2 tbsp plain flour', '4 medium eggs']	Easy	[]
['british']	['breakfast', 'condiment', 'snack']	Rhubarb jam	['1kg rhubarb, weighed after trimming, cut into 3cm chunks', '1kg jam sugar (or 1kg caster sugar plus 1 x 8g sachet pectin - we used Tate & Lyle)', '2 vanilla pods, halved lengthways', 'juice 1 lemon']	Easy	[]
['italian']	['lunch', 'side-dish', 'starter']	Panzanella	['1kg ripe mixed tomatoes, halved if small, quartered if large', '300g day-old sourdough or ciabatta, torn into large chunks', '100ml extra virgin olive oil', '50ml red wine vinegar', '1 small  shallot, finely chopped ', '50g tin  anchovies, drained and roughly chopped ', '100g black olives, pitted', 'large handful of basil leaves, torn']	Easy	[]
['british']	['dinner', 'main-course']	One-pan roast dinner	['1½ kg chicken', '1 lemon, halved', '50g softened butter', '2 tsp dried mixed herbs', '750g potatoes, chopped into roastie size', 'about 7 carrots, roughly 500g, each chopped into 2-3 chunks', '2 tbsp olive oil', '100g frozen peas', '300ml chicken stock', '1 tsp Marmite']	Easy	['Easily doubled']
['moroccan']	['dinner', 'main-course']	Pumpkin, cranberry & red onion tagine	['3 tbsp olive oil', '2 red onions, thickly sliced', '3cm piece fresh root ginger, grated', '500g/1lb 2oz pumpkin or squash, peeled, deseeded and cut into large chunks', '1 tsp each cinnamon, coriander, cumin and harissa paste', '1 tbsp clear honey', '700g bottle tomato passata', '50g dried cranberries', '400g can chickpea, rinsed and drained', '200g couscous', '2 tsp vegetable stock granules', 'zest and juice 1 lemon', '3 tbsp toasted flaked almonds', 'handful coriander, roughly chopped']	Easy	['Vegetarian']
	['breakfast', 'supper']	One-pan eggs & peppers	['1 tbsp olive oil', '2 onions (320g), halved and thinly sliced', '1 orange pepper, halved, deseeded and sliced', '1 red chilli, deseeded and sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon powder', '1 tsp dried oregano', '1 tsp smoked paprika, plus a little for sprinkling', '2 x 400g cans chickpeas', '4 eggs', '2 x 120g pots bio yogurt', '2 garlic cloves,  finely grated', '4 tbsp chopped parsley']	Easy	['Healthy', 'Vegetarian']
['greek']	['dinner', 'main-course', 'supper']	Pork souvlaki with Greek salad & rice	['1 garlic clove, finely grated', '4 tsp olive oil', '½ lemon, zested and juiced', '¾ tsp dried oregano', '250g lean pork tenderloin, cut into chunks', '1 onion, finely chopped', '85g brown basmati rice', '½ tsp dried mint', '1 tsp vegetable bouillon powder', '2 tbsp chopped fresh dill', '3 tomatoes, chopped', '10cm chunk of cucumber, chopped', '1 red onion, halved and thinly sliced', '4 Kalamata olives, halved', '1 tsp red wine vinegar', '25g feta, crumbled']	Easy	['Gluten-free', 'Healthy']
['british']	['lunch', 'soup']	Pea & pesto soup with fish finger croûtons	['500g frozen pea', '4 medium potatoes, peeled and cut into cubes', '1l hot vegetable stock', '300g pack fish finger (about 10)', '3 tbsp green pesto']	Easy	['Easily doubled', 'Easily halved', 'Freezable (soup only)']
['french']	['soup']	Creamy seafood stew	['1 tbsp olive oil', '1 onion, chopped', '2 celery  sticks, chopped', '1 garlic clove, crushed', '175ml white wine', '300ml chicken stock', '1 tbsp cornflour, mixed to a paste with 1 tbsp cold water', '400g bag frozen  seafood mix, defrosted', 'small bunch dill, chopped', '5 tbsp half-fat crème fraîche', 'garlic  bread, to serve']	Easy	[]
['british']	['brunch', 'lunch', 'supper', 'vegetable']	One-pan summer eggs	['1 tbsp olive oil', '400g courgettes (about 2 large ones), chopped into small chunks', '200g/7oz pack cherry tomatoes, halved', '1 garlic clove, crushed', '2 eggs', 'few basil leaves, to serve']	Easy	['Gluten-free', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Easy crustless quiche	['20g butter, plus extra for the tin', '1 onion, finely chopped', '100g chopped pancetta or smoked bacon', '200g asparagus or broccoli, trimmed', '8 large  eggs', '150ml double cream', '80g gruyère or parmesan cheese ']	Easy	['Gluten-free', 'Keto']
['british']	['buffet', 'dinner', 'main-course']	Christmas pie	['2 tbsp olive oil', 'knob butter', '1 onion, finely chopped', '500g sausagemeat or skinned sausages', 'grated zest of 1 lemon', '100g fresh white breadcrumbs', '85g ready-to-eat dried apricots, chopped', '50g chestnut, canned or vacuum-packed, chopped', '2 tsp chopped fresh or 1 tsp dried thyme', '100g cranberries, fresh or frozen', '500g boneless, skinless chicken breasts', '500g pack ready-made shortcrust pastry', 'beaten egg, to glaze']	More effort	['Freezable']
['indian']	['dinner', 'main-course']	Cauliflower, egg & potato curry	"['3 tbsp vegetable oil', '1  large onion, peeled and diced', '1  plump red chilli, seeds removed if you want, finely chopped', 'thumb-sized piece of root ginger, peeled and grated', '2  large waxy potatoes  (such as Desirée), peeled and cut into bite-sized chunks', ""2 tbsp curry paste  (Patak's Cumin & chilli is good)"", '1  medium cauliflower, broken into florets', '400ml  can coconut milk', '6  hard-boiled eggs, halved lengthways', '2 tbsp  toasted flaked almonds  (optional)', 'large handful of  roughly chopped fresh coriander', '4 garlic cloves, finely chopped']"	Easy	['Vegetarian']
['british']	['lunch', 'main-course', 'snack', 'supper']	Barney's Monday night rice	['2 tbsp  vegetable oil', '1 egg, beaten with about 2 tbsp water', '1 onion, chopped', '2 garlic cloves, crushed', '1 heaped tbsp curry powder', '2 tbsp  tomato ketchup', 'a large handful of frozen  peas   (about 85g/3oz)', '250g leftover cold cooked  rice  (any type) or a 250g pouch of ready cooked rice', '175g cooked chicken or  pork, shredded into strips', 'a good splash of  soy sauce']	Easy	['Healthy']
	['dinner', 'lunch']	Spiced chicken & apricot pastilla	['2 tbsp rapeseed oil or vegetable oil', '2 onions, halved and sliced', '2 garlic cloves, crushed', '2 tsp ground cinnamon', '2 tsp ground cumin', '2 tsp ground coriander', '1 tsp turmeric', '½ tsp fennel seeds', '4 chicken legs', '500ml chicken stock', '1 tbsp clear honey', '50g ground almonds', '1 lemon, zested and 1/2 juiced', '85g dried apricots, quartered', 'small bunch parsley, chopped', '270g pack filo pastry (7 sheets)', '75g butter, melted', 'icing sugar and cinnamon, for dusting (optional)']	Easy	['Freezable (before baking)']
['french']	['dinner', 'main-course']	Ratatouille hotpot	['1 tbsp oil', '2 red onions, chopped into 2cm dice', '2 garlic cloves, crushed', '2 red peppers, cut into 2cm dice', '3 courgettes cut into 2cm dice', '1 aubergine, cut into 2cm dice', '400g can chopped tomato', '3 potatoes, thinly sliced', '¼ nutmeg, grated', '150ml double cream', 'small bunch basil, chopped', '85g gruyère (or vegetarian alternative), grated', 'salad, to serve (optional)']	Easy	['Vegetarian']
	['dessert', 'treat']	Flummery	['135g pack jelly (raspberry or strawberry work well), broken into pieces', '350ml evaporated milk or double cream', 'squirty cream or freshly whipped cream, to serve (optional)']	Easy	['Gluten-free']
	['drink']	Avocado & strawberry smoothie	['½ avocado, stoned, peeled and cut into chunks', '150g strawberry, halved', '4 tbsp low-fat natural yogurt', '200ml semi-skimmed milk', 'lemon or  lime juice, to taste', 'honey, to taste']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
	['dinner', 'lunch', 'main-course', 'supper']	Creamy lentil & veggie curry	['2 tbsp rapeseed oil', '1 onion, chopped', '1 tsp ground cumin', '1 tbsp Madras curry powder', '200g red lentils', '2 sweet potatoes, peeled and cut into cubes', '1l veg stock', '400g canned peeled cherry tomatoes', '200g green beans, trimmed and cut into short lengths', '4 tbsp Greek yogurt plus more for the top if you like', '½ small bunch coriander, chopped', '¼ cucumber,  finely chopped (optional)', 'naan bread and rice to serve']	Easy	['Freezable', 'Vegetarian']
['british']	['buffet', 'dinner', 'main-course', 'supper']	The ultimate makeover: Chicken caesar salad	"['1 ½ tbsp lemon juice', '1 tbsp olive oil', '2 tsp fresh thyme leaves, plus a few sprigs', '1 garlic clove, bashed to bruise', '4 organic/free-range skinless boneless chicken breast fillets, about 140g/5oz each', '100g rustic granary bread', '2 tbsp olive oil', '1 garlic clove, finely chopped', '1 tsp Dijon mustard', '½ tsp Worcestershire sauce', '1 tbsp lemon juice, plus extra for squeezing', 'good pinch chilli flakes', '4 anchovies  fillets, finely chopped', ""3 tbsp good-quality mayonnaise  (we used Hellman's)"", '4 tbsp fat-free yogurt', '1 head romaine or Cos lettuce, leaves separated, washed and dried', '100g bag rocket  or watercress', '25g piece parmesan, shaved with a potato peeler']"	Easy	['Easily halved', 'Healthy']
	['main-course', 'soup', 'supper']	Warming chicken noodle soup	"['4 boneless skinless chicken breasts', ""60ml sake (if you don't have sake, use vodka)"", 'thumb-sized piece ginger, peeled and sliced into matchsticks', '3 spring onions, finely sliced on the diagonal, and white and green parts separated', '150ml soy sauce', '4 tsp sesame oil', '2 garlic cloves, grated', '600g thick white noodles (such as udon)', '2 large long red Serrano chillies, seeds left in and sliced on the diagonal', '1 large egg, beaten', 'small pack coriander', '2 tbsp toasted sesame seeds', 'seaweed flakes, to serve (optional)']"	Easy	[]
['english']	['afternoon-tea', 'dessert', 'snack']	Cherry oat squares with chocolate drizzle	['140g butter, melted, plus extra butter for the tin', '100g self-raising flour', '175g caster sugar', '175g porridge oat', '1 egg, beaten', '100g glacé cherry, halved', '50g dark chocolate']	Easy	[]
['mexican']	['main-course']	Sweet potato & black bean chilli with zesty quinoa	"['1 tbsp rapeseed oil', '2 sweet potatoes, peeled and cut into 1 in cubes', '1 onion, chopped', '2 fat garlic cloves crushed', ""1 red chilli, seeds removed if you don't like it too hot, and finely chopped"", 'small bunch  coriander, stalks finely chopped, leaves roughly chopped (keep them separate)', '2 tsp ground coriander', '2 tsp ground cumin', '2 tsp smoked paprika', '2 tsp chipotle paste (ensure you use a gluten-free variety)', '1 heaped tsp vegan-friendly  yeast extract', '2 x 400g cans  chopped tomato', '400g can  black bean', '140g quinoa, cooked according to pack instructions, or 250g pack ready-cooked quinoa (we used Merchant Gourmet red and white quinoa)', 'zest and juice 1  lime', '1 tbsp pumpkin seed', '1 ripe avocado, peeled and cubed']"	Easy	['Freezable (chilli only)', 'Gluten-free', 'Vegan', 'Vegetarian']
['british']	['afternoon-tea', 'treat']	Ultimate scones	['225g self-raising flour, preferably organic', '¼ tsp salt', '50g slightly salted butter, chilled, cut in small pieces', '25g golden caster sugar', '125ml buttermilk', '4 tbsp full-fat milk', 'a little extra flour  for dusting', 'strawberry  jam and clotted cream, to serve']	Easy	['Freezable (Freeze only after baking)']
	['breakfast', 'brunch']	Vegan French toast	['3 tbsp maple syrup', '150g blueberries', '2 tbsp gram flour', '2 tbsp ground almonds', '2 tsp cinnamon', '200ml oat milk or rice milk', '1 tbsp golden caster sugar', '1 tsp vanilla extract', '6 slices of thick white bread', 'grapeseed oil, for frying', 'icing sugar, for dusting']	Easy	['Vegan', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Salmon salad with sesame dressing	['250g new potatoes, sliced', '160g French beans, trimmed', '2 wild salmon fillets', '80g salad leaves', '4 small clementines, 3 sliced, 1 juiced ', 'handful of basil, chopped', 'handful of  coriander, chopped ', '2 tsp sesame oil', '2 tsp tamari', '½ lemon, juiced', '1 red chilli, deseeded and chopped', '2 tbsp finely chopped onion (¼ small onion)']	Easy	['Gluten-free', 'Healthy']
	['snack', 'starter']	Classic guacamole	['1⁄4 red onion', '2 ripe tomatoes', 'a few coriander sprigs', '2 green jalapeños', '2 ripe avocados, halved', '1 lime, juiced', 'tortilla chips, to serve']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']
['indian']	['dinner', 'main-course']	Beef & beetroot curry	['750g raw  beetroot, stalks trimmed to 1cm', 'finger-length piece ginger, chopped', '3 garlic cloves', '1 whole red chilli, seeds and all', 'small bunch coriander, ½ leaves reserved to serve, remaining leaves and stalks roughly chopped', '6 cardamom pods', '2 tbsp tomato paste', '2 tbsp treacle', '2 tbsp ground cumin', '1 tbsp ground coriander', '2 tsp fennel seed', '¼ tsp ground  cloves', '3 tbsp sunflower oil', '1 ½kg British feather blade beef (or other stewing beef), cut into big chunks', '2 onions, chopped', '2 beef stock cubes', '2 tsp garam masala', 'naan bread, basmati rice and raita or natural yogurt, to serve']	Easy	['Freezable']
['north-african']	['dinner', 'main-course']	Harissa chicken traybake with peppers & feta	['2 tbsp harissa paste', '1 tbsp red wine vinegar', '500g boneless, skinless chicken thigh', '2 red onions, cut into quarters', '2 large roasted peppers from a jar, cut into chunky pieces', '100g feta cheese', '50g pine nut, toasted', '200g couscous, cooked following pack instructions, to serve']	Easy	[]
['british']	['dessert', 'dinner']	Dark chocolate torte	['200g unsalted butter', '200g bar dark chocolate, 70% cocoa, chopped', '4 large eggs', '200g golden caster sugar', '50g plain flour', '50g ground almonds', 'cocoa powder, for dusting']	Easy	['Freezable']
	['dessert']	Salted caramel cheesecake	['50g butter, melted, plus extra for the tin', '200g chocolate digestives', '750g (3 tubs) cream cheese', '300g caramel sauce (dulce de leche) from a tin or jar', '1 tsp vanilla extract', '150g golden caster sugar', '2 tbsp plain flour', '4 medium eggs']	Easy	[]
['british']	['breakfast', 'condiment', 'snack']	Rhubarb jam	['1kg rhubarb, weighed after trimming, cut into 3cm chunks', '1kg jam sugar (or 1kg caster sugar plus 1 x 8g sachet pectin - we used Tate & Lyle)', '2 vanilla pods, halved lengthways', 'juice 1 lemon']	Easy	[]
['italian']	['lunch', 'side-dish', 'starter']	Panzanella	['1kg ripe mixed tomatoes, halved if small, quartered if large', '300g day-old sourdough or ciabatta, torn into large chunks', '100ml extra virgin olive oil', '50ml red wine vinegar', '1 small  shallot, finely chopped ', '50g tin  anchovies, drained and roughly chopped ', '100g black olives, pitted', 'large handful of basil leaves, torn']	Easy	[]
['british']	['dinner', 'main-course']	One-pan roast dinner	['1½ kg chicken', '1 lemon, halved', '50g softened butter', '2 tsp dried mixed herbs', '750g potatoes, chopped into roastie size', 'about 7 carrots, roughly 500g, each chopped into 2-3 chunks', '2 tbsp olive oil', '100g frozen peas', '300ml chicken stock', '1 tsp Marmite']	Easy	['Easily doubled']
['moroccan']	['dinner', 'main-course']	Pumpkin, cranberry & red onion tagine	['3 tbsp olive oil', '2 red onions, thickly sliced', '3cm piece fresh root ginger, grated', '500g/1lb 2oz pumpkin or squash, peeled, deseeded and cut into large chunks', '1 tsp each cinnamon, coriander, cumin and harissa paste', '1 tbsp clear honey', '700g bottle tomato passata', '50g dried cranberries', '400g can chickpea, rinsed and drained', '200g couscous', '2 tsp vegetable stock granules', 'zest and juice 1 lemon', '3 tbsp toasted flaked almonds', 'handful coriander, roughly chopped']	Easy	['Vegetarian']
	['breakfast', 'supper']	One-pan eggs & peppers	['1 tbsp olive oil', '2 onions (320g), halved and thinly sliced', '1 orange pepper, halved, deseeded and sliced', '1 red chilli, deseeded and sliced', '400g can chopped tomatoes', '2 tbsp tomato purée', '2 tsp vegetable bouillon powder', '1 tsp dried oregano', '1 tsp smoked paprika, plus a little for sprinkling', '2 x 400g cans chickpeas', '4 eggs', '2 x 120g pots bio yogurt', '2 garlic cloves,  finely grated', '4 tbsp chopped parsley']	Easy	['Healthy', 'Vegetarian']
['greek']	['dinner', 'main-course', 'supper']	Pork souvlaki with Greek salad & rice	['1 garlic clove, finely grated', '4 tsp olive oil', '½ lemon, zested and juiced', '¾ tsp dried oregano', '250g lean pork tenderloin, cut into chunks', '1 onion, finely chopped', '85g brown basmati rice', '½ tsp dried mint', '1 tsp vegetable bouillon powder', '2 tbsp chopped fresh dill', '3 tomatoes, chopped', '10cm chunk of cucumber, chopped', '1 red onion, halved and thinly sliced', '4 Kalamata olives, halved', '1 tsp red wine vinegar', '25g feta, crumbled']	Easy	['Gluten-free', 'Healthy']
['british']	['lunch', 'soup']	Pea & pesto soup with fish finger croûtons	['500g frozen pea', '4 medium potatoes, peeled and cut into cubes', '1l hot vegetable stock', '300g pack fish finger (about 10)', '3 tbsp green pesto']	Easy	['Easily doubled', 'Easily halved', 'Freezable (soup only)']
['french']	['soup']	Creamy seafood stew	['1 tbsp olive oil', '1 onion, chopped', '2 celery  sticks, chopped', '1 garlic clove, crushed', '175ml white wine', '300ml chicken stock', '1 tbsp cornflour, mixed to a paste with 1 tbsp cold water', '400g bag frozen  seafood mix, defrosted', 'small bunch dill, chopped', '5 tbsp half-fat crème fraîche', 'garlic  bread, to serve']	Easy	[]
['british']	['brunch', 'lunch', 'supper', 'vegetable']	One-pan summer eggs	['1 tbsp olive oil', '400g courgettes (about 2 large ones), chopped into small chunks', '200g/7oz pack cherry tomatoes, halved', '1 garlic clove, crushed', '2 eggs', 'few basil leaves, to serve']	Easy	['Gluten-free', 'Vegetarian']
	['dinner', 'lunch', 'supper']	Easy crustless quiche	['20g butter, plus extra for the tin', '1 onion, finely chopped', '100g chopped pancetta or smoked bacon', '200g asparagus or broccoli, trimmed', '8 large  eggs', '150ml double cream', '80g gruyère or parmesan cheese ']	Easy	['Gluten-free', 'Keto']
['british']	['buffet', 'dinner', 'main-course']	Christmas pie	['2 tbsp olive oil', 'knob butter', '1 onion, finely chopped', '500g sausagemeat or skinned sausages', 'grated zest of 1 lemon', '100g fresh white breadcrumbs', '85g ready-to-eat dried apricots, chopped', '50g chestnut, canned or vacuum-packed, chopped', '2 tsp chopped fresh or 1 tsp dried thyme', '100g cranberries, fresh or frozen', '500g boneless, skinless chicken breasts', '500g pack ready-made shortcrust pastry', 'beaten egg, to glaze']	More effort	['Freezable']
['indian']	['dinner', 'main-course']	Cauliflower, egg & potato curry	"['3 tbsp vegetable oil', '1  large onion, peeled and diced', '1  plump red chilli, seeds removed if you want, finely chopped', 'thumb-sized piece of root ginger, peeled and grated', '2  large waxy potatoes  (such as Desirée), peeled and cut into bite-sized chunks', ""2 tbsp curry paste  (Patak's Cumin & chilli is good)"", '1  medium cauliflower, broken into florets', '400ml  can coconut milk', '6  hard-boiled eggs, halved lengthways', '2 tbsp  toasted flaked almonds  (optional)', 'large handful of  roughly chopped fresh coriander', '4 garlic cloves, finely chopped']"	Easy	['Vegetarian']
['british']	['lunch', 'main-course', 'snack', 'supper']	Barney's Monday night rice	['2 tbsp  vegetable oil', '1 egg, beaten with about 2 tbsp water', '1 onion, chopped', '2 garlic cloves, crushed', '1 heaped tbsp curry powder', '2 tbsp  tomato ketchup', 'a large handful of frozen  peas   (about 85g/3oz)', '250g leftover cold cooked  rice  (any type) or a 250g pouch of ready cooked rice', '175g cooked chicken or  pork, shredded into strips', 'a good splash of  soy sauce']	Easy	['Healthy']
	['dinner', 'lunch']	Spiced chicken & apricot pastilla	['2 tbsp rapeseed oil or vegetable oil', '2 onions, halved and sliced', '2 garlic cloves, crushed', '2 tsp ground cinnamon', '2 tsp ground cumin', '2 tsp ground coriander', '1 tsp turmeric', '½ tsp fennel seeds', '4 chicken legs', '500ml chicken stock', '1 tbsp clear honey', '50g ground almonds', '1 lemon, zested and 1/2 juiced', '85g dried apricots, quartered', 'small bunch parsley, chopped', '270g pack filo pastry (7 sheets)', '75g butter, melted', 'icing sugar and cinnamon, for dusting (optional)']	Easy	['Freezable (before baking)']
['french']	['dinner', 'main-course']	Ratatouille hotpot	['1 tbsp oil', '2 red onions, chopped into 2cm dice', '2 garlic cloves, crushed', '2 red peppers, cut into 2cm dice', '3 courgettes cut into 2cm dice', '1 aubergine, cut into 2cm dice', '400g can chopped tomato', '3 potatoes, thinly sliced', '¼ nutmeg, grated', '150ml double cream', 'small bunch basil, chopped', '85g gruyère (or vegetarian alternative), grated', 'salad, to serve (optional)']	Easy	['Vegetarian']
	['dessert', 'treat']	Flummery	['135g pack jelly (raspberry or strawberry work well), broken into pieces', '350ml evaporated milk or double cream', 'squirty cream or freshly whipped cream, to serve (optional)']	Easy	['Gluten-free']
	['drink']	Avocado & strawberry smoothie	['½ avocado, stoned, peeled and cut into chunks', '150g strawberry, halved', '4 tbsp low-fat natural yogurt', '200ml semi-skimmed milk', 'lemon or  lime juice, to taste', 'honey, to taste']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']
['italian']	['lunch', 'side-dish', 'starter']	Panzanella	['1kg ripe mixed tomatoes, halved if small, quartered if large', '300g day-old sourdough or ciabatta, torn into large chunks', '100ml extra virgin olive oil', '50ml red wine vinegar', '1 small  shallot, finely chopped ', '50g tin  anchovies, drained and roughly chopped ', '100g black olives, pitted', 'large handful of basil leaves, torn']	Easy	[]
['british']	['dinner', 'main-course']	One-pan roast dinner	['1½ kg chicken', '1 lemon, halved', '50g softened butter', '2 tsp dried mixed herbs', '750g potatoes, chopped into roastie size', 'about 7 carrots, roughly 500g, each chopped into 2-3 chunks', '2 tbsp olive oil', '100g frozen peas', '300ml chicken stock', '1 tsp Marmite']	Easy	['Easily doubled']
['moroccan']	['dinner', 'main-course']	Pumpkin, cranberry & red onion tagine	['3 tbsp olive oil', '2 red onions, thickly sliced', '3cm piece fresh root ginger, grated', '500g/1lb 2oz pumpkin or squash, peeled, deseeded and cut into large chunks', '1 tsp each cinnamon, coriander, cumin and harissa paste', '1 tbsp clear honey', '700g bottle tomato passata', '50g dried cranberries', '400g can chickpea, rinsed and drained', '200g couscous', '2 tsp vegetable stock granules', 'zest and juice 1 lemon', '3 tbsp toasted flaked almonds', 'handful coriander, roughly chopped']	Easy	['Vegetarian']
